,EXEC,MEM,PhysIPC%,FREQ,L2MISS,L2MPI,INSTnom%,IPC,INST,L3MISS,L3MPI,L3HIT,GT,Pred
1101,0.3859030837004405,0.008796992481198283,0.9930348258706468,0.2999269969855372,0.0021165454545435305,0.002072829131652661,0.3862433862433862,0.9940298507462688,0.30880050109695834,0.007411764705887803,0.0015949399796633989,0.958,1.0253313491299998,1.019870068463626
279,0.9021659324522762,0.005878759398493084,0.8982587064676618,0.778799394781086,0.009101988636355363,0.0038686974789915963,0.9036963550852437,0.89863184079602,0.341879669078021,0.004786764705885873,0.0004340618908786833,0.9835,1.10886425727,1.081547801155383
674,0.3676945668135096,0.009312567132111005,0.9464676616915424,0.30061228334574785,0.0019046363636346323,0.0019742296918767504,0.36801881246325685,0.94726368159204,0.32473906101688155,0.007680882352946824,0.0017511894530458409,0.9474,1.0168340876100002,1.0165057347138498
1051,0.25370444533406755,0.7758519675801419,0.49253731343283585,0.48094642734795695,0.02243760330577051,0.03143111790168067,0.25386136497207523,0.49226594301243787,0.7542079153184233,0.5509692513379052,0.18427812953683384,0.624727272727,1.12980065866,1.1182945611027648
635,0.26101321585903087,0.03147422126743745,0.6701492537313434,0.30152599849269546,0.0046804545454502905,0.006848739495798319,0.2608759553203997,0.6691542288557214,0.4586146055895421,0.01861764705883722,0.005998101368916154,0.9455,1.02160255285,1.0227136342184042
22,0.2665198237885463,0.7853562477627362,0.4199004975124379,0.5878234112033123,0.026334848484835152,0.03245876128235294,0.2668365014050558,0.4198452183527363,0.8756174848484569,0.5653186274518863,0.16278595712013016,0.6461111111110001,1.10242050857,1.0955433709647933
363,0.29140969162995595,0.005350375939846752,0.5021890547263682,0.44920520911809514,0.6131363636358063,0.7943977591036415,0.2914462081128747,0.5019900497512438,0.6118749001868208,0.0049544117647095254,0.0014190525943257861,0.9999,1.02468075915,1.025931330455799
286,0.3781204111600588,0.007281110940624448,0.47889125799601995,0.6108838411019212,0.8936363636350967,0.9007603041204482,0.3785588309391534,0.4788912579955224,0.6415100903225895,0.007052521008402245,0.001560665114696334,1.0,1.04351187823,1.0389009466610528
1147,0.2623243129853157,0.021700168789306286,0.6754797441363184,0.30054701797827194,0.0028290909090887923,0.004133653461372549,0.26245065927542616,0.6759061833681592,0.45495874538785375,0.011338235294125984,0.0036446012995049256,0.946428571429,1.01433504848,1.0220580404161939
31,0.26174743024963293,0.019247448979581503,0.6732587064676617,0.30109769451756374,0.003097897727269911,0.004534313725490196,0.26216196355085236,0.6741293532338309,0.4561258075502242,0.009832720588242524,0.0031660796638593902,0.955625,1.0123723595799998,1.0240546895571543
156,0.38729809104258445,0.008132384532756106,1.0,0.30009831857558983,0.0023179545454524385,0.0022457983193277307,0.3880070546737213,0.9987562189054726,0.3075205874422321,0.009110294117653758,0.0019317728608075158,0.955,1.02766113845,1.021749392924444
1231,0.26284875183553597,0.025456498388815547,0.6753731343283582,0.3009549265258532,0.0031460227272698676,0.0045098039215686276,0.26308054085831856,0.6753731343283582,0.4547834881899875,0.013648897058833565,0.004292591406722557,0.94025,1.0158592072100001,1.0204518793758706
560,0.26211453744493396,0.021603498542260152,0.6744847192606965,0.30054701797827194,0.0031259090909076135,0.004549819927983192,0.26245065927542616,0.6744847192587067,0.4554204693257935,0.010748949579846139,0.0034348049730267196,0.953285714286,1.02513074463,1.0232003528780031
1197,0.26113558492437594,0.014894378804138082,0.6739635157542289,0.2998762350334366,0.0028724747474728435,0.004204793028319328,0.26144751453409754,0.6749585406318409,0.455807580099942,0.007348039215689227,0.0023556007432225874,0.966111111111,1.0203631877500001,1.026443607209507
869,0.26165565345080766,0.021897824919429702,0.6740049751243782,0.30052662255072154,0.0031046590909062687,0.004590336134453782,0.26179453262786595,0.6747512437810945,0.4559496440742816,0.012303308823538459,0.004036978367958247,0.948,1.02253443659,1.0228356777426966
152,0.9599853157121881,0.009272287862508447,0.8261194029850748,0.8988672758096641,0.003500795454542272,0.001387955182072829,0.9600970017636683,0.8258706467661692,0.37264240244734076,0.008007352941182358,0.0006906354796842782,0.965,1.0846158209,1.1315646629701799
652,0.7517225799192365,0.004381764851681858,0.7784921546119404,0.7471378470811436,0.16954195804175498,0.08491704374061623,0.7520463076014109,0.7780329123631842,0.3946159576397254,0.005216911764709719,0.0005692695714757273,0.999615384615,1.05010878172,1.0536711288886476
358,0.9881302006828195,0.005456364124588906,0.8349087893860696,0.9158090774922694,0.00774772727272023,0.003005835667591036,0.9887566137566137,0.8349917081243783,0.3679421175342156,0.004128860294120683,0.00034505092038622645,0.9888333333329999,1.20747216954,1.1414959964412918
352,0.3651982378854626,0.0057861976369464095,0.9410945273631841,0.30015542577227405,0.0018483181818165016,0.0019394957983193274,0.36522633744855965,0.9407960199004977,0.3263255265607595,0.005004485294121327,0.0011573987630796147,0.9649,1.02767178228,1.0178275753777593
1220,0.22558737151248168,0.6871643394196095,0.5776119402985075,0.30209707045953765,0.012027272727261794,0.022023809523809522,0.22597001763668426,0.5771144278606966,0.5324961750973387,0.4226470588238402,0.17030552231992005,0.61025,1.06434234296,1.0521595126858876
1423,0.3763582966226138,0.00869387755101574,0.4811940298507463,0.6051078560660229,0.9348181818173321,0.9394957983193277,0.37683715461493233,0.4811940298507463,0.6384887874600729,0.006961764705887473,0.0015394415328335697,1.0,1.04070906206,1.0326685408687082
1290,0.29564366128267255,0.010467239527373542,0.5104477611940299,0.448481851293809,0.5769696969681118,0.7329598506078432,0.29590436997795405,0.5091210613582089,0.6021535504798878,0.009551470588242317,0.002652541151044772,0.9996666666670001,1.0008361565200001,1.0297081987685954
314,0.3639255996086638,0.006023093447912986,0.9381426202318408,0.30000313991483024,0.002161515151512126,0.0022707749766582635,0.36473642955173424,0.937810945273632,0.32752126294068873,0.00604779411765886,0.0013967109118854576,0.9675,1.02789049512,1.018255851501474
1289,0.8204845814977973,0.008273361976365053,0.8519900497512438,0.7449633807456841,0.23028409090888158,0.10623249299719886,0.8212081128747794,0.8532338308457713,0.35986200127834517,0.007014705882358099,0.0007113406694630991,0.99975,1.2321112826799998,1.0674250651424662
1291,0.26395007342143906,0.026672932330812745,0.6773631840796022,0.30124046250927433,0.003802272727269271,0.005518207282913165,0.26418283362727807,0.677860696517413,0.4533318696516172,0.013544117647068784,0.004304331462782714,0.951,1.00440121972,1.0223779305933414
487,0.76064610866373,0.0038576262083760164,0.7876616915422886,0.7463910606627896,0.2289318181816101,0.11355742296918768,0.7604350382128158,0.7875621890547265,0.3910893106850492,0.00361610294117913,0.0003811035652691424,0.9999,1.07396526779,1.059810383145142
155,0.26707048458149785,0.5200053705690011,0.47462686567164186,0.5399485446493248,0.010539772727263147,0.013410364145658262,0.26712228101116986,0.4741293532338309,0.8007311913198439,0.1617463235295307,0.04573285474342655,0.727,1.0445016280600001,1.0516470480557905
1136,0.38535766729588844,0.0071722418290562995,0.9882018479034826,0.30152599849269546,0.002072727272726752,0.0020448179271708683,0.38569748887272187,0.9886282871343286,0.3109287943403166,0.007446428571424593,0.0016143339424023447,0.955571428571,1.02159060634,1.0197665195503942
634,0.7525697503671072,0.012043501611164319,0.7805970149253731,0.746962132629632,0.21938636363616423,0.11092436974789915,0.7539682539682538,0.7810945273631842,0.39285794408896707,0.012904411764715372,0.001428017728044451,0.9995,1.03839326294,1.0574231522962778
1409,0.26284875183553597,0.025527389903316045,0.6728358208955225,0.302439713639643,0.00355854545454222,0.00518767507002801,0.2627865961199294,0.672636815920398,0.45650547431281563,0.018983823529425722,0.0060655533273708696,0.922,1.01589772288,1.0177803525432136
273,0.2600954478707783,0.7669172932326709,0.47848258706467667,0.5016867228708957,0.0237443181817966,0.03177521008403361,0.2606922398589065,0.4788557213930349,0.7667296687047472,0.620790441176927,0.19220606326122958,0.6165,1.0816069507500001,1.1113380198937182
493,0.2616005873715125,0.019087540279259355,0.6727363184079603,0.3009549265258532,0.0030749090909062957,0.004406162464985995,0.26190476190476186,0.672636815920398,0.4567065774293457,0.01164926470589092,0.0036577745572152036,0.9519,1.01945012494,1.0235512977982848
1293,0.22760646108663732,0.683136412459354,0.5805970149253732,0.302953678409801,0.012488636363625011,0.02326330532212885,0.22780717225161665,0.5796019900497513,0.5292033479785118,0.4417830882356189,0.18078619054816855,0.631,1.02212258606,1.0546263954258972
1412,0.29456681350954483,0.008220193340489677,0.5074626865671642,0.4490909947247267,0.6535454545448605,0.8476190476190476,0.29482657260435036,0.5074626865671642,0.6054019257944496,0.006772058823534392,0.0019330535941958968,1.0,1.01587219333,1.0159053772447482
570,0.2622194252151248,0.01911308884455472,0.675195451314428,0.30071018139753286,0.0030127272727240796,0.004409763905574229,0.2622406987492651,0.6751954513134328,0.45520567928921446,0.010188025210088372,0.0032676997594988048,0.954857142857,1.0170487386,1.0239226803973982
1420,0.4693098384728341,0.010314715359822603,0.6019900497512438,0.6035088545588646,0.03216181818178894,0.026240896358543417,0.4700176366843033,0.6019900497512438,0.5098639384778668,0.009180882352947927,0.0016436078484218645,0.9958,1.01876751458,1.0172716493928835
957,0.8452643171806169,0.006175214822767898,0.8732587064676618,0.7476759725881846,0.23899431818160094,0.10819327731092436,0.8449074074074073,0.8737562189054727,0.35189356137865613,0.005241176470592089,0.0005276621560128374,0.999875,1.04818250265,1.0735648413271923
639,0.2966226138032306,0.015588077336189268,0.5104477611940299,0.45000470987167424,0.5854545454540133,0.7408963585434174,0.29688418577307457,0.5099502487562189,0.6011848836011187,0.01734926470589511,0.004781404649954514,0.9995,1.03249416655,1.0289512307142958
574,0.2525697503671072,0.680316863587175,0.46231343283582094,0.47427526846246887,0.018613636363619443,0.027846638655462184,0.25260875955320394,0.4626243781094528,0.7455429170733173,0.5163970588239091,0.17264819714283303,0.6595,1.0675874728399999,1.0853998758334693
676,0.24684287812041117,0.6679914070887928,0.509452736318408,0.4152835342876669,0.013760090909078402,0.021983193277310922,0.24720752498530274,0.5104477611940299,0.668687322333153,0.3611911764708538,0.1371153165600349,0.6436,1.0806692517299998,1.0718897751459397
817,0.2614470698171807,0.014704130456012512,0.6727272727273632,0.30069534835941825,0.002946652892559594,0.004255156608095238,0.2616108171663727,0.6716417910447763,0.45685931278360103,0.007524064171130532,0.0023875975167641657,0.9652727272730001,1.01843679309,1.0259481438877605
823,0.2424909891872247,0.6507665267058803,0.5113523292626867,0.4043189525242961,0.0143103719008279,0.023127069009411763,0.2427716316607877,0.5108548168258708,0.6613767387536788,0.38677139037381375,0.1473076257255784,0.670454545455,1.0737344371600002,1.0758480164942545
145,0.9049192364170338,0.010520945220187691,0.7796019900497513,0.8977251318759795,0.3229545454542519,0.13641456582633052,0.9049823633156965,0.7798507462686567,0.3944963339372626,0.009220588235300897,0.0008474185919785457,0.99975,1.19083336124,1.1442110203972433
148,0.2931350954478708,0.008047798066590737,0.5049751243781094,0.4491481019214109,0.6387499999994194,0.8242296918767507,0.2932098765432098,0.5049751243781094,0.6087684246047848,0.008288602941182565,0.0023768277132697998,0.99975,1.04008487562,1.0211513640609553
282,0.46328928046989726,0.006290010741135183,0.5980099502487563,0.5994624017650766,0.06763636363616579,0.054821928771428566,0.4640127655996472,0.5977256574278608,0.5140715710385398,0.0064380252100856164,0.0011474761286860945,0.9985714285709999,1.02664019155,1.0220638592223346
74,0.748898678414097,0.006570814792069511,0.777256574271642,0.74663580579111,0.23859090909064676,0.11952781112436975,0.7508188460567312,0.7768301350398011,0.3951642184790694,0.006103991596636841,0.0006730558892455383,0.999714285714,1.0309809733,1.0592053988848558
125,0.8412873225624082,0.004288131041888138,0.8719734660029852,0.7467717753069704,0.25589772727249466,0.11622315592913164,0.8423966294341563,0.8718905472636816,0.35261140624135956,0.0038136029411719214,0.00038478923135334004,0.9999166666670001,1.09057830907,1.0744889715302555
410,0.9567378289867842,0.00519540609765027,0.8055874473781095,0.9193380093902284,0.008500349650346819,0.003389786683893557,0.9578076244738388,0.8055874473781095,0.3813202006589668,0.00419762443438544,0.00036300581731192534,0.9910769230769999,1.08520274172,1.1290400633241346
575,0.2610656597437592,0.019529691575870287,0.6743425728497514,0.3000575277204891,0.0033636363636242155,0.00484593837535014,0.26140085663874185,0.6737739872089553,0.455903407094511,0.010780462184875574,0.003409190305259106,0.9581428571430001,1.02347319775,1.02504107885772
20,0.26046255506607935,0.014701933404933028,0.6722636815920399,0.2996700146004582,0.00316630681817894,0.0045973389355742295,0.2605085243974133,0.6722636815920399,0.4569790310230071,0.007318014705887735,0.00234854485094306,0.969625,1.01701596516,1.0272252316483166
825,0.2611800827657856,0.014033297529530597,0.6721845318855723,0.3005915170926158,0.002777727272724748,0.004048892284173669,0.2613435946766608,0.6720940750796021,0.4570451827578969,0.007572192513380567,0.0024264076194427556,0.962727272727,1.02030861638,1.0255950221302663
777,0.38409901405506613,0.00439895657511579,0.9923240938169157,0.2994048740445875,0.0016859090909071039,0.0016794717887142856,0.3845427059714873,0.9921819474079604,0.3094999359805302,0.003482457983186384,0.0007623108089542198,0.974285714286,1.02488280961,1.0221205652316077
752,0.8553597650513951,0.011225832438232426,0.8853233830845771,0.7478187405798953,0.26528409090884975,0.11792717086834734,0.8568489124044678,0.8855721393034827,0.3465730718490453,0.010516544117654793,0.0010198906882804763,0.9995,1.05487460699,1.077948589691561
951,0.2615638766519824,0.017982679914061234,0.6738805970149253,0.300383854559011,0.0029706249999972996,0.004285714285714286,0.26179453262786595,0.6735074626865672,0.45577918100136056,0.008771139705888803,0.0027775905360505854,0.959625,1.0153535207100002,1.0246225710532766
24,0.4529185022026432,0.006442669172928872,0.5827114427860697,0.6016243170682853,0.100306818181727,0.08389355742296918,0.45340975896531444,0.582089552238806,0.5273080290703167,0.006603860294122503,0.0012137617049466007,0.99925,1.0215494932200002,1.0271853668379762
829,0.381524496061674,0.0042376721023285515,0.474717322478607,0.6217416249915517,0.9574380165277662,0.945250827605042,0.3818609374162257,0.4748982360920399,0.6471783886855847,0.003969786096267625,0.0008657757705453354,1.0,1.02686526908,1.038656995813178
21,0.9104258443465493,0.0059185463659044485,0.8896627971253734,0.7923940802142228,0.010531818181808608,0.0044534702770028,0.9105754784773662,0.8899944720845774,0.3457776765875074,0.005113235294121408,0.00046609208423163375,0.982,1.10999920199,1.0873588250742752
1301,0.38516886930983846,0.006819763694948004,0.9936318407960201,0.29969856819880036,0.0020828181818162883,0.002015686274509804,0.38565549676660776,0.9950248756218907,0.3087322880417127,0.005960294117651441,0.0012636569432022645,0.965,1.02590690817,1.0212682333596759
1006,0.2936857562408224,0.007845112781950674,0.5058706467661693,0.4493194235114636,0.637636363635784,0.8252100840336135,0.2939447383891828,0.5054726368159205,0.6076103977466621,0.007376470588240718,0.0021132100908281114,0.9998,1.01317781625,1.020105199263297
484,0.2456681350954479,0.6671858216967417,0.5015920398009951,0.41436981914071935,0.015059545454531767,0.023501400560224088,0.2457378012933568,0.5016417910447761,0.6703510082168455,0.42291176470619335,0.14570049937348,0.6487,1.0753697945799998,1.0744441940872385
23,0.9030837004405287,0.005365520945217312,0.743681592039801,0.9407839581758835,0.3372727272724207,0.14210084033613443,0.9047619047619047,0.7437810945273633,0.4132108092153465,0.0044364705882385565,0.0004014672261443951,0.9999,1.21573676077,1.1601009050828859
569,0.9131791483113069,0.00662714822770858,0.8987562189054727,0.7863660983417455,0.010639204545444874,0.004456232492997199,0.9134332745443854,0.8992537313432837,0.34197135611093427,0.005037683823533116,0.00045369980283385366,0.984875,1.15178859869,1.0858783316882041
1187,0.3841572850381792,0.0051757966344494226,0.9915975677174129,0.2997493301509009,0.001844747474746505,0.001838468720820728,0.38441439676072897,0.9928137092338309,0.3095761868566343,0.0047357843137314235,0.0010382478668472658,0.97,1.0207384096799998,1.0219239880981275
