,EXEC,MEM,PhysIPC%,FREQ,L2MISS,L2MPI,INSTnom%,IPC,INST,L3MISS,L3MPI,L3HIT,GT,Pred
70,0.3642752255088106,0.006292082246419823,0.9417199715711445,0.29924171062532656,0.00207318181817857,0.0021640656262492996,0.36470143613021744,0.9417199715721393,0.3262678982205395,0.005161764705886148,0.0011788845903529155,0.969857142857,1.01959354658,1.018925733690471
276,0.26159009859471366,0.01869878778577406,0.6733475479741294,0.30071018139753286,0.0033540909090787694,0.004897959183669467,0.2620307382216343,0.6730632551542289,0.45643041593823136,0.012107142857148607,0.003885501151130739,0.953,1.01845234469,1.023942972587852
1048,0.8950740889060206,0.005618884874529743,0.8580732700139305,0.8082225799813827,0.014269008264464303,0.006086070791960785,0.8965314520870075,0.8579828132089553,0.3576724786923941,0.004205213903738386,0.0003847245478490963,0.9882727272730001,1.08884283894,1.0845471911201725
68,0.9866005873715126,0.007675214822767092,0.8419154228855722,0.907576123304008,0.00469477272726846,0.0018032212885154063,0.9882054673721338,0.842039800995025,0.36456316659782756,0.006030330882357376,0.0005048757744778979,0.973625,1.17095077735,1.1427952684554774
1287,0.8994126284875185,0.011052631578941435,0.7743781094527364,0.8994383477765062,0.31460227272698676,0.13396358543417367,0.9002057613168724,0.7748756218905474,0.39654913200117264,0.00826102941177078,0.0007559528824916925,0.99975,1.1285124472299999,1.1415203424210847
958,0.26165565345080766,0.019761009667014093,0.6742537313432837,0.3002410865673005,0.003267727272724303,0.004765406162464986,0.2616108171663727,0.6747512437810945,0.4557628658216736,0.00951011029412464,0.003037472686109497,0.9605,1.02091885171,1.0251041423129381
30,0.9581497797356828,0.017530746509120555,0.8019900497512438,0.926564266201512,0.007461363636356855,0.0029712885154061625,0.959913286302175,0.8016169154228857,0.383640033639143,0.018242647058836943,0.0015913645989541693,0.9690000000000001,1.06303410136,1.137137230727737
1103,0.7591776798825258,0.009696025778727338,0.7870646766169155,0.746505275056158,0.20713636363617532,0.10246498599439774,0.7595532039976484,0.7870646766169155,0.3913786126262573,0.012644117647068121,0.0013789229481565252,0.9994,1.05620630814,1.058975848337488
826,0.9092021536930984,0.004394468313638886,0.7404643449422885,0.9512155394364873,0.3284166666674288,0.1381185807655462,0.9106163041343326,0.7404643449402986,0.4151733069631061,0.0039044117647087533,0.0003553323634205845,0.9999166666670001,1.13421227669,1.164066802945999
1193,0.4682656224508077,0.006508234872885871,0.6042012161412936,0.5997524700657312,0.0313585858585715,0.025630252100840335,0.46867855509847134,0.6030956329452737,0.5074240332838237,0.005762254901960119,0.001033314671571606,0.9976666666670001,1.02631969082,1.016450060473289
821,0.2592388644148312,0.7705424274969009,0.47570480928656717,0.513488876851921,0.023427196969665068,0.03244397759103641,0.25965118557760136,0.47524875621890555,0.786612239580277,0.5739154411768926,0.1862328650413896,0.648166666667,1.13938222494,1.1186845494415532
571,0.36511432766960356,0.005956268221575749,0.942572850035821,0.2998943643012281,0.0020022727272718164,0.0020944377751092435,0.36554127823927096,0.9424307036268659,0.3260899760477801,0.004963235294121297,0.0011441218269534017,0.969857142857,1.0210401840799999,1.0189992546987574
283,0.2610656597437592,0.017831057234909867,0.6724946695094527,0.30071018139753286,0.0034618181818150354,0.005082032813137255,0.2618207776940035,0.6723525230995026,0.4566923343202466,0.009028361344550756,0.002905435172496041,0.965,1.01961422101,1.0260583034145156
272,0.3782252989302497,0.022930642933859866,0.9124378109452738,0.32322673323270007,0.004230454545446154,0.004068027210896358,0.3785588309391534,0.9118692253034826,0.3389976999754694,0.023681722689061532,0.004907648369660225,0.944428571429,1.02584263997,1.0134713114209202
151,0.2683553597650514,0.641648764768721,0.5121890547263682,0.5019722588543168,0.015466818181804124,0.017948179271708685,0.26785714285714285,0.5130597014925373,0.7468605250773304,0.24959558823547764,0.06645939007872045,0.6835,1.04310376031,1.0813708098034267
927,0.26248164464023493,0.02168367346938685,0.6762852404646768,0.300383854559011,0.0029378787878750565,0.004234360410840336,0.26283558690917097,0.6766169154228857,0.45438507665490446,0.012742647058840251,0.004041425358891548,0.943333333333,1.02249348213,1.0215777544748479
650,0.38557551112628485,0.003926299264647729,0.9941829314965177,0.3000324256559874,0.0017003146853143637,0.001693815987932773,0.3858589969694297,0.9954075774975125,0.30882736966925506,0.0037445701357527537,0.0008201947976457152,0.971769230769,1.02568384631,1.0221552618111733
305,0.2619921683795889,0.022510741138553968,0.6714759535651742,0.30209707045953765,0.0035106060605922633,0.0051213818860784315,0.2623456790123457,0.6716417910447763,0.45762104603949805,0.011834558823538115,0.003776028940075685,0.9535,1.0344996569,1.0236786557673687
1195,0.9838472834067549,0.005312615955480499,0.8279511533243782,0.9188028790163117,0.008174380165278933,0.003179271708683473,0.9837795948912402,0.8281320669402986,0.3712531454930545,0.004141844919797163,0.00035367646570665096,0.990090909091,1.15559496031,1.1398780232415064
912,0.9135724774522761,0.007130581555936022,0.7631840796019902,0.9270945473132536,0.34454545454605046,0.14385754301708684,0.9156378600823044,0.7640369580646768,0.40265574159484213,0.0056533613445482744,0.0005154037078687377,0.9998571428569999,1.14039017457,1.1599073576117436
1045,0.9725003337371513,0.005707938677864819,0.8196291270915425,0.9177645663482877,0.007937190082651877,0.003110516934033613,0.972957084068195,0.8190863862487563,0.3746145463060828,0.004345588235297313,0.00037199483417072355,0.989454545455,1.11642146101,1.1348041418532073
1300,0.2941262848751836,0.006435660580018027,0.5072636815920398,0.4490909947247267,0.6573636363630389,0.8532212885154061,0.29482657260435036,0.5074626865671642,0.605944716690994,0.005977941176474984,0.001698252472992773,1.0,1.01735471097,1.0156451054092617
1307,0.3732745961820852,0.007450053705688803,0.47681592039801,0.6057931424262335,0.9271818181809753,0.9518207282913166,0.37389770723104054,0.4770149253731344,0.6442652228253927,0.007601470588240885,0.001734966830126352,1.0,1.03026114404,1.0310877552215365
1049,0.8472834067547725,0.0053234693877522435,0.8784079601990051,0.7463910606627896,0.24359999999977858,0.11022408963585434,0.8478835978835977,0.8786069651741295,0.34974116362677093,0.0046005882352975,0.00045679490852244017,0.9999,1.02452499906,1.0742478527715695
