,EXEC,MEM,FREQ,GT,Pred
1293,0.34494310998822997,0.6099841521394612,0.2896389324960429,1.01797067783,1.0302747078122012
2763,0.36621997471647594,0.5714104595879557,0.35079614263283804,1.06008458423,1.0655524576985584
7424,0.2491024020233859,0.621743264659271,0.34453913433501404,1.03287007815,1.0270285956687197
2866,0.2400758533507967,0.6399366085578447,0.2871159452791784,1.00480574348,1.020420395823931
7158,0.24864728192224692,0.6204120443740094,0.3479703969499498,1.03219409972,1.0276397528212748
4057,0.2389380530979493,0.6289223454833598,0.2896389324960429,1.04643193396,1.0233347398104198
1891,0.9709228824297623,0.464500792393027,0.8998654406820028,1.36272713815,1.3547344459816264
1934,0.23931731984889845,0.6358954041204437,0.28812514016592417,1.00915052969,1.0213032973778962
832,0.36895069532330965,0.627606973058637,0.3552366001345195,1.0320811346799998,1.0228387283394031
5698,0.36166877370508643,0.5770522979397782,0.3661359049113741,1.0499919584100001,1.0593730316942356
1801,0.2495575221245248,0.6213946117274168,0.34675936308585487,1.04463576536,1.0272605892281534
6974,0.239506953224373,0.6361331220285262,0.28837743888761064,1.0231688714799998,1.021247265563486
7175,0.9603034134031868,0.5350237717908083,0.8602377214621149,1.22191196419,1.2110155872032151
7374,0.7005598699671317,0.40056599501901746,0.9587351424085043,1.57770260238,1.5460132635618002
999,0.3901896333764607,0.5526148969889065,0.6636465575240341,1.18045972223,1.1320309237302908
6541,0.24788874842034866,0.6212995245641838,0.3514016595648855,1.08869365484,1.0274894472016896
1784,0.35059418457737196,0.5757210776545166,0.5316438663376843,1.04385847328,1.077886508111717
2144,0.24121365360364408,0.6392234548335975,0.2906481273827887,0.9942192122519999,1.020604004928531
5734,0.982300884958236,0.466877971473851,0.8875869028929259,1.37912043359,1.3404344387102567
1121,0.6883691529726634,0.5050184891711569,0.9683224938325894,1.25809753911,1.3461619666772457
6294,0.23912768647342386,0.6343898573692552,0.2886297376092971,1.04286421958,1.021687587769657
6897,0.23855878634700017,0.6375198098256736,0.2896389324960429,1.01214460183,1.020956478690489
2149,0.6582806573971133,0.47036450079239306,0.9599125364433775,1.30468019792,1.3885047993431279
7714,0.3376991150451017,0.5576228209191759,0.48905584211701175,1.12257357924,1.0868252313623596
1890,0.2506194690271824,0.6194294770206022,0.34958510876874305,1.04281970937,1.0281118025153027
7204,0.3651580278138184,0.5964183835182251,0.3744113029826896,1.0318087935200002,1.0420590366194964
4281,0.23874841972247474,0.6356576862123614,0.28938663377435647,1.0347902063299999,1.0213764589808374
2754,0.3678887484206521,0.5913153724247228,0.372392913209198,1.0398976609700001,1.04594402775572
7209,0.9570164348974894,0.47123613312202856,0.9010428347158667,1.30975651706,1.343232013437147
1306,0.3513527180792702,0.6245007923930269,0.3574568288853603,1.0206030137100002,1.025275069084019
374,0.2400758533507967,0.6289223454833598,0.28938663377435647,1.02668324807,1.023335287456121
4814,0.2398862199753221,0.6414421553090334,0.2896389324960429,1.02939158419,1.020213261240385
705,0.23931731984889845,0.6368462757527733,0.2896389324960429,1.0223051460700001,1.021098104958606
5126,0.36439949431192015,0.5962282091917591,0.377438887642927,1.0422551444600001,1.042434776341798
3892,0.2495575221245248,0.6219017432646593,0.34696120206320397,1.01822839795,1.0270992314434615
3360,0.2471302149184504,0.6179080824088747,0.3439336174029666,1.0306695395299998,1.0283727497731672
4770,0.3457016434901282,0.6114896988906499,0.28787284144423775,0.9992700248190001,1.029169458389814
4779,0.24849557522186727,0.6187321711568938,0.3459520071764582,1.02518228726,1.0281633741782992
7625,0.24940581542414517,0.6601267828843107,0.3481722359272989,1.05195551584,1.025160063950949
143,0.3449810366633249,0.5649445324881142,0.5364880017940641,1.09747037866,1.086971082309928
1497,0.24895069532300623,0.6163866877971474,0.3503924646781397,1.0321448307899999,1.0292809240620322
1792,0.9443742098633235,0.49197041732646596,0.8931374747700277,1.26363462798,1.3005043522348547
1133,0.2389380530979493,0.6334786053882726,0.28812514016592417,1.02549379198,1.0219314135353486
6059,0.34589127686560284,0.6107765451664026,0.28913433505266994,1.01994285481,1.0296555434062347
4583,0.24879898862262656,0.6238668779714738,0.3459520071764582,1.03079862345,1.0264053772326869
4151,0.23931731984889845,0.6310618066561015,0.28913433505266994,1.03641073512,1.0226404170049972
1222,0.3549936788883818,0.5839936608557845,0.5181206548552906,1.07222863651,1.069826461092168
7182,0.36447534766211,0.6143026941362916,0.28736824400086486,1.01306091678,1.0259297266812606
6054,0.2398862199753221,0.6344294770206024,0.2901435299394158,1.03585580484,1.021684052540584
3689,0.24064475347722036,0.639500792393027,0.28989123121772936,1.0220939374,1.020543790530649
1869,0.7574715549955943,0.571283676703645,0.7274276743663683,1.1937774662799998,1.1321119494754575
6782,0.34786346397053824,0.5692868462757528,0.513276519398911,1.07792383125,1.079529137979344
5094,0.6905183312277889,0.4901215002630745,0.9575577483736311,1.38097976881,1.3587498023656797
1686,0.8508217446317343,0.4691494981505548,0.7183785602148779,1.31771542951,1.2749335953502996
5437,0.24273072060744058,0.6434231378763868,0.2936757120430261,1.04846592301,1.020004116698224
1798,0.3390644753485186,0.563581616481775,0.4896613590490593,1.09834106532,1.0809123015820559
3832,0.6138703268935876,0.42268508037083996,0.961618556370491,1.51457654539,1.4788014322209064
3893,0.24864728192224692,0.62,0.34433729535766494,1.02398017801,1.027626246617272
1127,0.3545385587872429,0.5801901743264659,0.526194213949257,1.05274649345,1.0738993078412413
1242,0.2398862199753221,0.6330824088748019,0.2886297376092971,1.03050439835,1.0220392986782025
1895,0.2472819216188301,0.5884627575277338,0.3487777528593464,1.06705072996,1.0462506659866846
2755,0.3483185840716772,0.5795245641838352,0.5247813411078129,1.04629990954,1.0737606963382533
421,0.2400758533507967,0.6304675118858954,0.2896389324960429,1.01306994547,1.0228252239781561
226,0.24064475347722036,0.6359746434231379,0.29039582866110225,1.03004933105,1.021298204554804
