,EXEC,FREQ,MEM,L3MISS,PhysIPC%,INST,L2MPI,GT,Pred
489,0.25046776232680273,0.3598788966135501,0.7050079239302695,0.3198652064025611,0.4723739009717723,0.4972591056700089,0.034626972740315634,1.04781716099,1.0301006280776095
6383,0.24940581542414517,0.35220901547428207,0.6744849445324882,0.28943555181116704,0.47626099028227675,0.4890791398317941,0.03374461979913917,1.02631145334,1.0365584343217418
1564,0.24773704171996902,0.34857591388199727,0.6776545166402536,0.28114995787688235,0.4758907913003239,0.48778703937820306,0.03328550932568149,1.02149682588,1.0325285936559365
3049,0.24804045512072834,0.3544292442251229,0.7120760697305863,0.31959983150786875,0.4725590004627488,0.4949655772611553,0.03503586800573887,1.03696031846,1.0245165205064413
3578,0.36136536030432714,0.36573222695667573,0.6296354992076071,0.2681465880369553,0.6426654326700602,0.35075117591950655,0.0343974175035868,1.0562224174500001,1.0408804109171232
2662,0.24773704171996902,0.3528145324063296,0.695974643423138,0.32163437236717707,0.47385469689958354,0.4938601451813446,0.034734576757532276,1.0267300380700002,1.03200834108233
1643,0.268141592921032,0.46826642745004843,0.7190702588494453,0.354300056164341,0.42973931821656636,0.6088140188046475,0.037631516021162124,1.1276146956,1.092168911675873
5645,0.3543868520868632,0.5203408836061314,0.6013946117274169,0.24387952822230669,0.4233225358630264,0.5085386170028585,0.11886657101865136,1.0551190620200002,1.0950699880562043
1427,0.8905183312285477,0.9404254637488293,0.5953814806434231,0.23940606571219908,0.590202948370199,0.36577731396295055,0.021751383480236728,1.29063116567,1.3178735708191325
7389,0.7901751851170424,0.7727549418507769,0.5514829069508717,0.18656276326887675,0.6461294374298935,0.3387057981160333,0.04975404796054519,1.37332825194,1.249684667891613
2788,0.24925410872376555,0.35079614263283804,0.6813312202852615,0.2861920808760378,0.4749652938454419,0.48824630254520174,0.03302725968436155,1.03684008008,1.0317733165739746
1026,0.3678887484206521,0.6262054272257652,0.718753301637084,0.3508354394836348,0.38361869504858864,0.591313808554243,0.16535150645624103,1.06972575029,1.0994059600218842
1835,0.24849557522186727,0.3514016595648855,0.6757527733755944,0.2891406908170644,0.4749652938454419,0.49030394383925413,0.034110473457675754,1.04324234964,1.0357620518342814
1410,0.6536391547783911,0.9760356261814336,0.5009735114342314,0.16566975568590328,0.4135651484099953,0.5170685487419853,0.6138552982173601,1.40893183686,1.4240077607780521
2725,0.2491024020233859,0.3528145324063296,0.683676703645008,0.2697683235045199,0.47440999537251266,0.4915911381789821,0.0327403156384505,1.03338586949,1.0301559159703402
3248,0.3519595448807888,0.5397174254316507,0.5973692551505547,0.25900589721977296,0.4066635816751503,0.5312253990531086,0.1167144906743185,1.08616881178,1.1121425248097805
3148,0.7539823008868624,0.7165283695895137,0.5747385103011093,0.2294018534118663,0.6496992133271634,0.32975374921000594,0.04383070301291248,1.12705526948,1.1997367505303171
1561,0.3527180783826871,0.3554384391118687,0.6504278922345484,0.27209772535793086,0.6769088385006942,0.34973927137578287,0.021337876614060256,1.03195921435,1.0391765982978718
1774,0.2495575221245248,0.35200717649693297,0.6818066561014263,0.2798525695028307,0.4760758907913003,0.48921218315054105,0.03290530846484935,1.00913586619,1.031717068389493
5163,0.3542351453864836,0.5318457053150335,0.607797147385103,0.24676916596451273,0.415733456732994,0.5203619586638754,0.20322812051649927,1.05864099656,1.0900034399041152
1813,0.3556005056899004,0.3524108544516313,0.624690966719493,0.25399326032002784,0.6854234150856086,0.3435873352621848,0.01905595408895265,1.02700837348,1.0493438773760546
7913,0.8343868520880771,0.7648015250051845,0.5254094030649763,0.21620682392577242,0.6856393644914391,0.3180713811361014,0.04873266379734577,1.22393554926,1.282286661508526
2646,0.268141592921032,0.4633886521644468,0.7414421553090332,0.3699031171017818,0.4328243097334567,0.6034691264721348,0.039412960305954085,1.0824476916399999,1.0796462521096934
5338,0.2471302149184504,0.3514016595648855,0.693122028526149,0.3106065711877377,0.47348449791763064,0.49219669452527487,0.03314203730272597,1.04323687264,1.0311744864853838
6551,0.38548672566469155,0.6460865664946573,0.5843740095087164,0.22264953664691547,0.3709393799167052,0.5818189622332749,0.7934002869440457,1.09968408261,1.121143587807507
4126,0.36697850821837424,0.3770352096882286,0.6063391442155309,0.25437657961236126,0.6269319759370662,0.35588427105107723,0.035193687230989965,1.03272206797,1.05275260451843
49,0.24895069532300623,0.34958510876874305,0.6762599049128368,0.28176916596449797,0.47681628875520593,0.48675116245574723,0.03179340028694404,1.0436447084,1.0335150593537634
7599,0.2513780025290806,0.3554384391118687,0.6587638668779715,0.2602148272955938,0.4758907913003239,0.48923536607313506,0.02952654232424677,1.02624822044,1.0414666318978079
7917,0.3666750948176149,0.36674142184342157,0.6060221870047544,0.25626368997461824,0.6437760296159185,0.34668808303275184,0.035502152080344324,1.02971608744,1.0504215281159792
4180,0.6402022756021246,0.968971261974213,0.5841747792614896,0.3536225779271889,0.40761552191485423,0.5241147431333483,0.6405001024784791,1.37195131819,1.3855251554997852
656,0.24788874842034866,0.3481722359272989,0.6684310618066562,0.2585341196292087,0.4758907913003239,0.486855036739056,0.030753228120516497,1.04286746115,1.033820388164472
7268,0.24697850821807077,0.35200717649693297,0.6893502377179082,0.3130834035382001,0.47126330402591393,0.4938736849665876,0.03456958393113343,1.0324479794900001,1.0331935412725861
5543,0.35954487989977135,0.6063579277860949,0.5792657157955626,0.2427197416450115,0.3877834335955576,0.5862715368630793,0.1894428503109756,1.17482094126,1.1611815984356628
5995,0.585777496840925,0.986109553711484,0.4987321711568939,0.3804443976409517,0.3673068024062934,0.5831366971786772,0.4850251076040172,1.5553080901700003,1.5091004181669876
7652,0.34816687737129753,0.5352769679299691,0.5974009508716324,0.22707245155845532,0.40407218880148077,0.5324819284178003,0.19253945480631277,1.0528977156100001,1.0966978970191077
4224,0.25046776232680273,0.3532182103610279,0.6616164817749604,0.2761668070765475,0.4755205923183711,0.48895742673388676,0.03459110473457676,1.01552444207,1.0405908953610146
870,0.3988621997479112,0.7360394707329294,0.6713153724247228,0.3495331367586986,0.3418170600027765,0.6410054836207336,0.8500717360114777,1.15725941514,1.136308702580333
4268,0.26890012642293026,0.46490244449456547,0.7437136819857371,0.37292544229133406,0.4320530618537714,0.6037405686476885,0.03938904830236729,1.05112557122,1.0792369675053044
2975,0.3493805309743348,0.34978694774609226,0.6244374009508716,0.258563605728619,0.6745025451180009,0.34739382127402874,0.018784791965566712,1.02522842003,1.048178261049328
7773,0.2443994943116167,0.34615384615380734,0.6730269413629161,0.2530497051388993,0.4732993984266543,0.490455384538748,0.028371592539454805,1.03212902768,1.0319224136743526
823,0.3443742098618063,0.5203408836061314,0.6076703645007925,0.24694608256097433,0.41295696436834795,0.5240188267107511,0.18134863701578194,1.0671647744600001,1.0886863350892415
5598,0.24940581542414517,0.3600807355908993,0.6932171156893819,0.3245829823082036,0.46885701064322066,0.5012002618753183,0.03611908177905308,1.0442991370899999,1.0366829276891283
1486,0.24864728192224692,0.35079614263283804,0.6804437400950871,0.2904675652905263,0.47626099028227675,0.4891179726370795,0.03373744619799139,1.0574299071,1.0334991019576125
3907,0.2471302149184504,0.34655752410850565,0.6759112519809827,0.27289385004200806,0.4757056918093475,0.4860210952578311,0.03128407460545194,1.03512422389,1.0313918364434924
3923,0.36728192161913353,0.3653285490019775,0.604405705229794,0.2501600673966933,0.6419250347061546,0.3445426982410349,0.03873027259684361,1.07066006619,1.047980865519129
4598,0.24743362831920973,0.35342004933837706,0.6976228209191758,0.3162089300756882,0.4721888014807959,0.4960668407876621,0.03582496413199426,1.06240253632,1.0307655715568975
7017,0.3651580278138184,0.5146893922403549,0.6322345483359747,0.26071609098556836,0.4460897732531236,0.4890216421648713,0.08572453371592538,1.0293361422,1.0794441768140675
7611,0.90682680151936,0.9393081408386478,0.5399564183835183,0.18996419545063606,0.60180472003702,0.35899257868369033,0.01915799856527977,1.40221745951,1.3628501852717863
1352,0.39190897598101626,0.7212379457279973,0.6045430533549921,0.2887180567250258,0.3419713095788987,0.6404746604659687,0.9080583452905309,1.21108623824,1.173559224478654
3000,0.8137980856101488,0.7961105949441807,0.5766130858050713,0.23626790227433178,0.6527401335363259,0.340069534985686,0.055749128920014344,1.29968127291,1.2572670337607972
7059,0.24652338811693184,0.35099798161018714,0.6825039619651346,0.30786436394258304,0.4727440999537251,0.49325033117367384,0.03406743185078909,1.05700963536,1.0358024565728008
4395,0.6837637709971778,0.9692596033707145,0.4947702060221871,0.35143218197057646,0.4355126594826469,0.4921569680677011,0.5825988932173601,1.4446598287299999,1.4871443782529035
7555,0.397218710494304,0.7299843014124546,0.6558108821980984,0.34280047739433744,0.3418170600027765,0.6388906461677105,0.9068627450968434,1.14585113131,1.1406675734269864
1763,0.24925410872376555,0.355842117066567,0.6792393026941362,0.28445240101083213,0.47440999537251266,0.4955584403672301,0.03365136298421807,1.01747547545,1.036479488306642
5807,0.3968394437433549,0.7156873738508953,0.6092181722139461,0.31053777028862234,0.3492210396418325,0.6246948015406444,0.759206121474175,1.19286374258,1.1756381332891712
2749,0.24849557522186727,0.3578605068400586,0.7006656101426307,0.3046798652062744,0.47126330402591393,0.4995009061340328,0.034935437589670014,1.02466921273,1.0301159960467567
3880,0.6669676720264652,0.979063210841671,0.5685759565309034,0.3481044650373429,0.42136576981582596,0.5093003876300098,0.6553597048565281,1.3585954463999999,1.410575385715568
3801,0.2503160556264231,0.3532182103610279,0.6572424722662441,0.2669081718617241,0.4760758907913003,0.48958502852917174,0.029942611190817786,1.02628843229,1.042534378373924
7860,0.6675094816704615,0.9819466248036576,0.5556854199683043,0.3280512847513361,0.42006015733456736,0.5086956789646885,0.6788020086083214,1.4990632310799998,1.4212347803375591
7916,0.35074589127775163,0.34998878672344136,0.6270364500792394,0.2564111204716696,0.6754280425728829,0.34603322469605735,0.019362266857962697,1.0074036978399998,1.0460764499822783
5666,0.24788874842034866,0.3524108544516313,0.6861806656101428,0.2599199663014912,0.47403979639055993,0.49202899548114365,0.0289167862266858,1.05025479318,1.0285830225392179
4850,0.24940581542414517,0.3503924646781397,0.6582250396196515,0.25868155012626004,0.4760758907913003,0.4868511970084949,0.030365853658536585,1.0255823766,1.0392417453368787
4558,0.8179519595444196,0.7589145548328371,0.5298732171156894,0.2234800617798132,0.6800863797621471,0.3212506789293698,0.046317551410688655,1.28401036568,1.276384751138742
7419,0.2471302149184504,0.35382372729307543,0.6512202852614897,0.25865206402684976,0.4720037019898195,0.49583486768116086,0.02916786226685796,1.09707850741,1.0463135249710862
2212,0.7553729456400895,0.7748934738726424,0.6170100369778131,0.2381739679864203,0.6176153015576121,0.3559512831119611,0.0701219512195122,1.2292075991,1.19924001783121
4856,0.2513780025290806,0.3554384391118687,0.6637083993660856,0.27678601516416307,0.4751503933364184,0.4912163277068562,0.03128407460545194,1.0274960762799998,1.0413426884057657
1646,0.37294563843355993,0.6186364655751717,0.6905969360808242,0.31992417860138167,0.39318216874872747,0.5764342674909894,0.13683644189383068,1.12716330073,1.1084806707331223
6310,0.2706700379271067,0.46893922404154864,0.7501320655055468,0.3581332490876756,0.4314360635511337,0.6046992413558779,0.038593974175035864,1.09134206074,1.0746814025585554
3295,0.3748419721883056,0.5959295806233914,0.7264131008985738,0.36000070204934287,0.41801635045534474,0.5522382260893258,0.11023433763737446,1.0903787159799998,1.0859163124827653
990,0.8385587863485173,0.7451222247136415,0.528446909667195,0.20846672283057774,0.705537559771402,0.30670227080994783,0.04495456719261118,1.3008472303299998,1.2669103488448572
6660,0.24879898862262656,0.3459520071764582,0.6536291600633914,0.25440606571177155,0.4779268857010643,0.4822813296777907,0.028780487804878043,1.0282757581200002,1.0386680579413592
2255,0.3530214917834464,0.35019062570079057,0.6551188589540412,0.27793597304116346,0.6804257288292457,0.34377077814409135,0.02224892395982783,1.01947592181,1.0338707342440967
4384,0.3683438685217911,0.3459520071764582,0.6222503961965136,0.2789679865205228,0.7107820453493753,0.32556053280843894,0.019677187948350074,1.03588360088,1.0494314044917092
7359,0.2697850821753977,0.46893922404154864,0.7447702060221871,0.35432462791286673,0.43174456270245254,0.605367489540038,0.03895863223350072,1.08496293409,1.0775372926848208
6665,0.2528950695328771,0.3588697017268044,0.6599366085578448,0.2683824768322374,0.4758907913003239,0.4911631341509848,0.02913199426111908,1.01595496313,1.0435931489359749
7258,0.2491024020233859,0.34675936308585487,0.659904912836767,0.2836857624261652,0.4777417862100879,0.4824475762581691,0.029928263988522233,1.02584759301,1.0396524842346793
325,0.3730720606833707,0.4818905584211166,0.6746434231378764,0.3147395394545852,0.5745796699055992,0.4504709715881189,0.03945480631276901,1.1330819595100001,1.0881058790762106
3478,0.2513780025290806,0.3516034985422346,0.6567036450079239,0.2872240943553971,0.47718648773715877,0.48501893586639355,0.030387374461979914,1.04344982352,1.0434785753451963
6739,0.24834386852148765,0.3511998205875363,0.6777812995245642,0.2727169334455465,0.47440999537251266,0.49043815512640093,0.03371592539454806,1.04031194919,1.0324757481337852
3376,0.24743362831920973,0.3483740749046481,0.679270998415214,0.2970134793596053,0.4751503933364184,0.487994271207949,0.033077474892395986,1.03131931654,1.0337988221803298
1419,0.24925410872376555,0.3544292442251229,0.6772741679873218,0.2629865206401588,0.4747801943544655,0.4919431581471324,0.03221664275466284,1.0512613839799998,1.0332760462370434
4271,0.24970922882490448,0.35806234581740776,0.689920760697306,0.3129949452399693,0.4723739009717723,0.4966900424430274,0.035136298421807745,1.0296300006,1.0356149921833702
4547,0.24986093552528416,0.354631083202472,0.6823137876386689,0.2592122999156448,0.4747801943544655,0.49125864501822525,0.03152080344332855,1.00588519088,1.030146779316666
7345,0.657215098430739,0.9779098452566745,0.5583654063835183,0.31722830665466833,0.4156805711642758,0.5158957076907071,0.6466489034648493,1.38605009128,1.4112160496889175
701,0.24879898862262656,0.35220901547428207,0.6786370839936609,0.22680707666376293,0.4760758907913003,0.4913256194903204,0.02749641319942611,1.04033229719,1.0279517003460885
1018,0.8356510745937693,0.781957838079863,0.6129424194405706,0.26161541701758145,0.6740706463054141,0.32558888989678986,0.05768770922991391,1.20776401094,1.2173784766993667
1430,0.24682680151769115,0.35019062570079057,0.6781299524564184,0.2836267902273447,0.47403979639055993,0.49190678243367064,0.032690100430416064,1.02339273627,1.034347422451846
5179,0.2491024020233859,0.3516034985422346,0.6566719492868464,0.27761162594765054,0.47440999537251266,0.4890130225524694,0.03365136298421807,1.02279830973,1.0427549687244404
1471,0.35059418457737196,0.34756671899525143,0.6515055467511885,0.2878138163436024,0.6778343359555761,0.3438269015357602,0.02304375896700143,1.06729646341,1.035531501739178
6659,0.35044247787699234,0.5056066382596428,0.5784786053882726,0.24222830665533182,0.428690421101342,0.49997310930882244,0.15,1.07485725246,1.0989301963499245
2733,0.7570164348944552,0.7624467369364474,0.5433967247749604,0.21168562201570695,0.6265617769551134,0.3490332977843978,0.04854734576757532,1.2849255054000002,1.2551173350861988
6704,0.35984829330053064,0.3503924646781397,0.6569572107765452,0.29029064869406473,0.6968995835261453,0.3376169368596884,0.020825681492109036,1.0328863477899999,1.0360844893918923
5038,0.24576485461503358,0.34655752410850565,0.6748019017432647,0.29857624262834936,0.47422489588153627,0.4882451433799959,0.03585365853658536,1.033100262,1.0352875098158751
1557,0.3907964601779793,0.6600134559317493,0.603391442155309,0.23644903117091975,0.36871818602498846,0.5848423168679512,0.8758967001434719,1.09266664264,1.109686848958891
1964,0.2475853350195894,0.35342004933837706,0.6802852614896989,0.24930497051379555,0.4729291994447015,0.4946256513776177,0.02823529411764706,1.05138116836,1.0309865348981917
3104,0.3668268015179945,0.34696120206320397,0.6580665610142631,0.30335299073281236,0.7152244331328089,0.3278077854349041,0.021210903873744618,1.02960515625,1.036005040533516
81,0.24834386852148765,0.3536218883157262,0.6951822503961965,0.3115796124682765,0.47422489588153627,0.4929094759603235,0.033041606886657096,1.04769891738,1.0312874557171923
4740,0.381390644754441,0.630343126261423,0.5468462757527733,0.24927548441438532,0.37316057380842205,0.5719178560484511,0.8436154949784791,1.0904798002200002,1.146496657484895
7292,0.2460682680157929,0.3437317784256175,0.6785419968304279,0.2642839090142105,0.47700138824618227,0.4847303462231258,0.03212338593974175,1.02429634176,1.0280441355813734
87,0.2695322376742593,0.47566718995251456,0.7106973058637084,0.329752878405295,0.4292765694891254,0.6130006270827697,0.03541965566714491,1.12458287105,1.097077085681986
826,0.3425537294572505,0.34615384615380734,0.6438985736925515,0.24721145745566672,0.6643220731142989,0.3505828667842626,0.020781205164992825,1.03127771316,1.0339519914433088
1954,0.24576485461503358,0.34776855797260064,0.6787638668779714,0.30792333614140355,0.4729291994447015,0.49095432512748133,0.032374461979913914,1.05094778204,1.0361165379439696
3184,0.24788874842034866,0.3491814308140448,0.6717274167987322,0.23046335299063583,0.4749652938454419,0.488573434111141,0.029390243902439016,1.03869588114,1.0293947957407272
3729,0.36288242730812365,0.3574568288853603,0.6199683042789225,0.2656697556864929,0.654141601110597,0.3411393412274651,0.03514347202295552,1.03146144838,1.0418043657699942
7263,0.9420986093576287,0.8899080511324412,0.5692868462757528,0.2129486099409381,0.652290606200833,0.3270533520352783,0.015272596843615495,1.17710592897,1.3063937198662634
4523,0.2460682680157929,0.34675936308585487,0.687987321711569,0.30630160067383894,0.47440999537251266,0.4885275982803074,0.03700860832137733,1.03595222056,1.0299760470906234
3534,0.24788874842034866,0.3536218883157262,0.6912836767036451,0.25328559393418143,0.4723739009717723,0.4947310835590181,0.028909612625538022,1.08204563319,1.0260086077268282
7736,0.9297453494663207,0.9019318873542385,0.5462757527733756,0.17306234203910148,0.6432207311429893,0.33563047122369155,0.015520598483285507,1.41169499349,1.3307128241243742
342,0.6535307928494402,0.9773331624646808,0.48906497622820927,0.2561078348773142,0.4131685066441462,0.5175254431571603,0.6594589055129124,1.50159399402,1.4714872376968284
2354,0.2509228824279417,0.3576586678627094,0.6790491283676705,0.27082982308328946,0.47385469689958354,0.4938914068220188,0.032883787661406025,1.0440411746200002,1.0344339149910826
5717,0.24925410872376555,0.35503476115717036,0.6778446909667195,0.2764911541700604,0.47366959740860715,0.4927201646129219,0.03326398852223816,1.02891089311,1.0348163386786962
5872,0.2503160556264231,0.35342004933837706,0.6858954041204438,0.26611204717764697,0.4720037019898195,0.4897190027360248,0.03265423242467718,1.0543733987100001,1.0272326215709642
877,0.24804045512072834,0.35422740524777374,0.6881774960380348,0.2921482729569115,0.4732993984266543,0.494749823206172,0.03264705882352941,1.06367829917,1.032627517421768
5799,0.36424778761154053,0.37279659116389635,0.6354992076069731,0.29235467565278334,0.6326700601573345,0.35478137876824173,0.03523672883787661,1.0469513177,1.041878860805415
2992,0.9082896875598188,0.9261525646361376,0.588023545393027,0.23192923336089638,0.6106961062998612,0.35286683689918685,0.020993031358895263,1.30250306577,1.315341883862674
848,0.912768647281701,0.9171899529037993,0.5709191759112521,0.19055391743884137,0.6186950485886163,0.3477601383882541,0.020594213295086077,1.20238881854,1.3149888827631429
4288,0.6743362831875458,0.9761437542048693,0.533201267828843,0.4362099831506166,0.42700138824618233,0.5018890601579157,0.6003407460545193,1.47897971468,1.4788501897759976
6485,0.36606826801609627,0.3487777528593464,0.6508082408874802,0.2758424599830346,0.7111522443313282,0.3301802358241289,0.020769010043041602,1.04589889217,1.036984460013091
6552,0.24849557522186727,0.34675936308585487,0.6569255150554676,0.2588289806233114,0.47718648773715877,0.4833196796136611,0.02885222381635581,1.0221683458,1.0382193612637645
7698,0.8941845764851939,0.9037340210808585,0.6314051769683043,0.25444046616059207,0.6176153015576121,0.35023221435621005,0.019368723098995694,1.21091535714,1.2625530005012393
6713,0.950334115951834,0.9202415660139134,0.5330314693232964,0.17723251895485373,0.6405764527006016,0.33522881457949494,0.017477966796484935,1.37341982229,1.3570136498442873
3672,0.35246523388230716,0.5649809374295173,0.6296883254104596,0.2736064307772647,0.4059848835418787,0.5550220390484178,0.20402917264454803,1.15050259289,1.1070060493481013
6544,0.641827704534872,0.9727197001246947,0.4899026488573692,0.2251895534963247,0.4069544523035632,0.5265445229781757,0.45034843205523667,1.4343443719,1.4477748727947994
5538,0.24788874842034866,0.3459520071764582,0.6682725832012679,0.2695914069080583,0.47737158722813516,0.4840196357028915,0.03029411764705882,1.04471914801,1.0341287352400372
7354,0.3998735777509479,0.7182103610677599,0.6279978869508717,0.34798511653965963,0.35338577818880146,0.6220879251479335,0.785509325681492,1.19669381141,1.1681024076699231
4707,0.3833628318593764,0.6604171338864476,0.5600950871632331,0.22347514743040292,0.35816751503933364,0.5976017649815669,0.8644189383070301,1.1295337999700001,1.1507714069115942
1177,0.3844500632118445,0.49517829109693934,0.7196249339667196,0.36290016849184376,0.5741169211781583,0.4511070444348871,0.04368125298888091,1.0880653114799999,1.072982142146307
1424,0.24788874842034866,0.35422740524777374,0.6879239302694137,0.3027632687446071,0.4725590004627488,0.49460100959449077,0.033220946915351504,1.02630655092,1.033919656867969
6554,0.2495575221245248,0.34958510876874305,0.6567353407290016,0.26755686604874995,0.47718648773715877,0.4852117697598534,0.030172166427546627,1.02511546963,1.0406440472064324
