,EXEC,MEM,INST,L3MISS,INSTnom%,L3MPI,L2MPI,L3HIT,PhysIPC%,L2MISS,FREQ,IPC,GT,Pred
6690,0.5992553399960806,0.249976730657359,0.25086811951956384,0.45201129146083296,0.6,0.20900000000000002,0.02632530120481927,0.3289913159652638,0.9087227414330216,0.0262002743484225,0.3350383631713555,0.9102263856362217,1.0441198037963122,1.027840495782593
338,0.6082696453066823,0.23951134380453762,0.24801020939681218,0.4177840508115738,0.6094117647058822,0.19000000000000003,0.02351807228915663,0.3169672678690714,0.918380062305296,0.02382716049382716,0.33674339300937767,0.9227166276346604,1.0261441400153075,1.0283581990255173
6614,0.3915343915343915,0.8189354275741711,0.7299241932793359,0.4967360621030347,0.39117647058823535,0.3592500000000001,0.054442771084337344,0.41207414829659317,0.37079439252336444,0.03635802469135803,0.6355498721227621,0.37142857142857144,1.085833216192053,1.091272723748847
3226,0.4181853811483442,0.24347294938917982,0.3626674575606618,0.38249823570924496,0.41882352941176476,0.2577142857142858,0.03442168674698795,0.36639946559786224,0.6280373831775701,0.02353909465020576,0.3384484228473998,0.6291959406713507,1.0247640788584855,1.0331655080781563
2149,0.5773074661963551,0.22525305410122168,0.26215768443621484,0.39661256175017656,0.5772549019607843,0.19214285714285723,0.023963855421686744,0.3226452905811623,0.8685358255451713,0.02281207133058985,0.3375959079283887,0.8711943793911008,1.0348692024592805,1.0288608995159523
1562,0.4107387811091514,0.27169284467713795,0.36856389374450593,0.441072688779111,0.41019607843137257,0.2990000000000001,0.037578313253012044,0.32865731462925846,0.6186915887850466,0.025569272976680386,0.3371696504688832,0.6198282591725217,1.0346054817486037,1.0310154960505162
1020,0.622378992749363,0.20910994764397908,0.24488942955984272,0.3553281580804518,0.6235294117647059,0.15985714285714292,0.020469879518072283,0.3383433533734134,0.9305295950155762,0.020987654320987658,0.340153452685422,0.9320843091334895,1.017495931270998,1.0301988195241119
436,0.41230648638056044,0.26616055846422343,0.36781526395071923,0.42978122794636564,0.41333333333333333,0.2904285714285716,0.037048192771084336,0.33700734802939214,0.6199376947040498,0.025240054869684496,0.3380221653878943,0.6213895394223264,1.0426062250065449,1.0314146509181845
414,0.3903586125808348,0.8752181500872602,0.65360480868246,0.5038814396612565,0.39117647058823535,0.3525000000000001,0.055527108433734935,0.4103206412825651,0.40140186915887854,0.03728395061728395,0.5677749360613811,0.40245901639344267,1.0676720599394982,1.0838608281881044
5685,0.9496374681559866,0.23226294357184415,0.23778527172044508,0.4026111503175724,0.9505882352941176,0.11900000000000004,0.014939759036144576,0.32631930527722114,0.9563862928348907,0.02331961591220851,0.5051150895140665,0.9570647931303669,1.0373862462386696,1.0279972815270704
382,0.41348226533411714,0.25190226876090754,0.3652351098759766,0.39661256175017656,0.41333333333333333,0.2685714285714286,0.0349156626506024,0.3490313961255844,0.6239875389408099,0.023772290809327846,0.33674339300937767,0.626073380171741,1.029011056606309,1.0322941258032743
3022,0.41230648638056044,0.2521000581733566,0.3658470938866781,0.40084685956245597,0.4125490196078431,0.2744285714285715,0.035457831325301205,0.34335337341349365,0.6230529595015577,0.02382716049382716,0.33631713554987214,0.624512099921936,1.02774464839549,1.0322880978561333
5957,0.8692925729962766,0.22356020942408383,0.4410507504788159,0.3853211009174313,0.8690196078431371,0.12428571428571437,0.3891566265060242,0.9749498997995992,0.5161993769470403,0.5596707818930041,0.8563512361466324,0.518345042935207,1.0955116767422437,1.1163720605302154
6759,0.5792670977856161,0.2336998254799303,0.2601630513833616,0.40472829922371223,0.579607843137255,0.19400000000000006,0.02433734939759036,0.3256513026052104,0.8760124610591898,0.023401920438957478,0.33589087809036655,0.8774395003903201,1.0329546253939286,1.0283419779655862
5377,0.8903586125808347,0.1921771378708552,0.4356390079392961,0.35726887791107986,0.8917647058823532,0.11228571428571434,0.3493373493975903,0.9731963927855711,0.5240654205607477,0.51440329218107,0.8638107416879794,0.5257611241217799,1.1361499519988123,1.1540796592814928
3302,0.4138741916519695,0.2491739383362421,0.3671345495261489,0.4086097388849684,0.41333333333333333,0.27671428571428586,0.03562650602409638,0.34201736806947225,0.6208722741433021,0.024238683127572023,0.3384484228473998,0.6213895394223262,1.0411225415492265,1.0326167870310894
