Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
hash-4-itr-22-probe-16,4600.0,1.05,0.368333333333,0.269666666667,6283.33333333,0.736666666667,18.4,1.37,4.27666666667,0.000681,0.442333333333,2.36333333333,0.000376333333333,2.73333333333,68.3333333333,1.17333333333,2133.33333333,0.0924,1.00342999629
hash-4-itr-22-probe-16,6986.66666667,1.05,0.305666666667,0.399,5313.33333333,0.612,15.3,0.82,5.82333333333,0.00108233333333,0.391333333333,3.42333333333,0.000652666666667,1.64,41.0,2.77666666667,2163.33333333,1.64333333333,1.03899335476
hash-4-itr-22-probe-16,4520.0,1.05,0.536333333333,0.264333333333,9176.66666667,1.07333333333,26.8,2.03,3.5,0.000381666666667,0.346333333333,2.27666666667,0.000248666666667,4.06,101.533333333,1.07333333333,2140.0,0.0501333333333,0.995488340605
hash-4-itr-22-probe-16,4453.33333333,1.05,0.305666666667,0.263,5166.66666667,0.611,15.2666666667,1.16333333333,63.5,0.0123333333333,0.965333333333,2.20333333333,0.000429333333333,2.32333333333,58.0666666667,1.045,2116.66666667,0.04797,1.00473432264
hash-4-itr-22-probe-16,4500.0,1.05,0.509333333333,0.264333333333,8676.66666667,1.018,25.5,1.92666666667,3.41666666667,0.000394666666667,0.341333333333,2.24,0.000258333333333,3.85333333333,96.3666666667,1.05533333333,2126.66666667,0.0485933333333,1.01098212773
hash-4-itr-22-probe-16,4530.0,1.05,0.366,0.264666666667,6260.0,0.731666666667,18.3,1.38333333333,3.85666666667,0.000619666666667,0.387333333333,2.35666666667,0.000379,2.76333333333,69.1,1.13366666667,2156.66666667,0.0788,0.995072893561
hash-4-itr-22-probe-16,9370.0,1.05,0.631,0.55,10766.6666667,1.26333333333,31.5666666667,1.14666666667,42.8333333333,0.00398333333333,0.948666666667,2.16,0.000201333333333,2.29333333333,57.3333333333,1.04533333333,2123.33333333,0.0490466666667,1.05938095798
hash-4-itr-22-probe-16,8933.33333333,1.05,0.795666666667,0.522,13600.0,1.59333333333,39.7666666667,1.52333333333,21.8,0.00160333333333,0.899,2.20666666667,0.000162666666667,3.04333333333,76.1666666667,1.05866666667,2126.66666667,0.0487466666667,1.01554358619
hash-4-itr-22-probe-16,9335.0,1.05,0.34375,0.5515,5810.0,0.6875,17.2,0.73,10.1275,0.001558,0.46375,4.21,0.00070825,1.4625,36.55,3.6875,2112.5,1.8675,1.05536838078
hash-4-itr-22-probe-16,13400.0,1.05,0.986333333333,0.784333333333,16866.6666667,1.97,49.3,1.25666666667,5.10666666667,0.000302333333333,0.575,2.19333333333,0.0001296,2.51333333333,62.8666666667,1.05766666667,2140.0,0.0486633333333,1.04396725868
hash-4-itr-22-probe-16,4483.33333333,1.05,0.365333333333,0.263333333333,6210.0,0.73,18.2333333333,1.38666666667,3.74666666667,0.000607,0.392,2.28,0.000368666666667,2.77333333333,69.3,1.12933333333,2123.33333333,0.0775333333333,1.01578671481
hash-4-itr-22-probe-16,17720.0,1.05,1.428,1.04,24340.0,2.862,71.46,1.37,37.3,0.001532,0.9656,1.2884,5.312e-05,2.744,68.58,0.7864,2124.0,0.031668,1.52871046056
hash-4-itr-22-probe-16,11200.0,1.05,0.563,0.652666666667,9666.66666667,1.12666666667,28.1333333333,0.862333333333,201.666666667,0.0208,0.989,2.18,0.000226,1.72666666667,43.1333333333,1.022,2133.33333333,0.0573,1.07742009159
hash-4-itr-22-probe-16,9416.66666667,1.05,1.14333333333,0.559,19300.0,2.29333333333,57.3333333333,2.05333333333,5.11666666667,0.000265,0.480333333333,2.29,0.000118733333333,4.10333333333,102.666666667,1.084,2106.66666667,0.0543666666667,1.02610781103
hash-4-itr-22-probe-16,4503.33333333,1.05,0.366666666667,0.263333333333,6270.0,0.733333333333,18.3,1.39333333333,3.70333333333,0.000594333333333,0.39,2.26,0.000362333333333,2.78333333333,69.6333333333,1.12266666667,2133.33333333,0.0770666666667,1.02234818583
