Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
hash-8-itr-7-probe-8,2276.66666667,1.05333333333,0.184333333333,0.133666666667,3130.0,0.368333333333,9.20333333333,1.37666666667,4.22,0.001367,0.315666666667,2.88666666667,0.000936666666667,2.74666666667,68.7,1.007,2133.33333333,0.04765
hash-6-itr-25-probe-20,2273.33333333,1.05,0.179,0.133666666667,3040.0,0.357666666667,8.94666666667,1.33666666667,4.85333333333,0.00161,0.296,3.40666666667,0.00113166666667,2.67333333333,66.8333333333,1.15966666667,2133.33333333,0.0514333333333
hash-8-itr-2-probe-10,2266.66666667,1.016,0.175666666667,0.133333333333,2976.66666667,0.350666666667,8.77,1.31333333333,5.04,0.00171333333333,0.346,3.26333333333,0.001101,2.62666666667,65.6,1.124,2123.33333333,0.0497666666667
hash-8-itr-7-probe-2,2160.0,1.009,0.184666666667,0.128333333333,3106.66666667,0.369,9.24333333333,1.43333333333,3.00333333333,0.000993666666667,0.353666666667,1.94333333333,0.000640333333333,2.86666666667,71.7666666667,0.701,2103.33333333,0.04717
hash-8-itr-7-probe-4,2283.33333333,1.05666666667,0.189333333333,0.133333333333,3233.33333333,0.378,9.45666666667,1.41666666667,3.55333333333,0.00111633333333,0.333333333333,2.35333333333,0.00074,2.83333333333,70.8,0.834666666667,2140.0,0.0483233333333
hash-8-itr-7-probe-6,2286.66666667,1.05666666667,0.187333333333,0.134666666667,3180.0,0.374333333333,9.37,1.39,4.32,0.00139133333333,0.314333333333,2.96666666667,0.000956333333333,2.78333333333,69.5,0.834333333333,2133.33333333,0.0468166666667
hash-5-itr-14-probe-12,2286.66666667,1.05333333333,0.190333333333,0.135333333333,3226.66666667,0.380666666667,9.50333333333,1.40666666667,3.76666666667,0.00120266666667,0.318333333333,2.56,0.000814333333333,2.81666666667,70.3666666667,0.887666666667,2116.66666667,0.0476166666667
hash-7-itr-7-probe-14,2273.33333333,1.06333333333,0.18,0.135333333333,3030.0,0.360666666667,9.01333333333,1.33,4.75333333333,0.00158,0.301,3.31333333333,0.00110033333333,2.66333333333,66.5,1.13966666667,2100.0,0.0493
hash-7-itr-19-probe-20,2256.66666667,1.05333333333,0.173333333333,0.132666666667,2940.0,0.346666666667,8.66333333333,1.30333333333,5.32666666667,0.00181666666667,0.295333333333,3.75666666667,0.00128,2.60666666667,65.1666666667,1.27,2120.0,0.0494666666667
hash-4-itr-22-probe-16,2470.0,1.05,0.199333333333,0.145333333333,3390.0,0.399333333333,10.0066666667,1.37333333333,3.65333333333,0.001093,0.348,2.35666666667,0.000703666666667,2.74666666667,68.7,1.139,2120.0,0.152
hash-6-itr-17-probe-14,2200.0,1.01466666667,0.177333333333,0.129666666667,3006.66666667,0.354,8.85,1.36333333333,4.30333333333,0.00144666666667,0.311666666667,2.96333333333,0.000995,2.72333333333,68.1666666667,1.024,2133.33333333,0.0483
