,EXEC,L2MPI,MEM,L3MISS,L2MISS,INST,IPC,L3HIT,PhysIPC%,INSTnom%,L3MPI,FREQ,GT,Pred
3930,0.6247305506564765,0.016265060240963854,0.1677789412449099,0.277346506704305,0.016776406035665298,0.24085845329176722,0.9476971116315378,0.35604542418169666,0.9461059190031151,0.624313725490196,0.12414285714285717,0.3350383631713555,1.0505197986388517,1.0325543761876506
3243,0.24456202233980012,0.08469879518072286,0.1366841186736475,0.21524347212420614,0.033470507544581626,0.42166940008631854,0.5433255269320844,0.6002004008016033,0.5411214953271027,0.24447058823529413,0.25228571428571445,0.22975277067348673,1.030937493722549,1.0572783005719315
6174,0.393885949441505,0.0604578313253012,0.8970331588132638,0.5148200423429784,0.04130315500685871,0.7339654846103699,0.3587822014051522,0.43019372077488305,0.35794392523364477,0.39372549019607844,0.3874285714285715,0.6449275362318841,1.0781030497370254,1.0798000969825656
6278,0.6439349402312365,0.015987951807228916,0.1589645142524724,0.23500352858151033,0.01700960219478738,0.24859399588623404,0.9242779078844653,0.43587174348697405,0.9211838006230528,0.6447058823529411,0.10200000000000002,0.35635123614663256,1.026255664616608,1.0314342369627771
3826,0.4354301391338428,0.021048192771084332,0.14530541012216405,0.21030345800988007,0.01493827160493827,0.3471453529337954,0.6572989851678376,0.4488977955911823,0.6560747663551401,0.43607843137254887,0.13642857142857145,0.3371696504688832,1.0424448127951986,1.0340947423957512
1319,0.5925925925925926,0.01728915662650602,0.1704072134962188,0.2851093860268173,0.016886145404663922,0.25408708152424814,0.9008587041373926,0.34802939211756845,0.8978193146417445,0.5937254901960783,0.13442857142857148,0.3354646206308611,1.026945204115462,1.0321941377277875
6996,0.4295512443660591,0.02783132530120482,0.19897033158813265,0.30134086097388857,0.019574759945130315,0.355175114691731,0.6432474629195941,0.3974615898463594,0.6420560747663552,0.4298039215686274,0.19771428571428576,0.34057971014492755,1.0356746172798157,1.0346733549413354
1781,0.5757397609249459,0.15506024096385543,0.11905061082024437,0.18560338743824986,0.1458161865569273,0.41798235084071755,0.546448087431694,0.9512358049432197,0.545171339563863,0.575686274509804,0.0915714285714286,0.536231884057971,1.1056360849586575,1.0740028280262819
4992,0.4385655496766608,0.020325301204819273,0.14490983129726587,0.2074805928016938,0.014581618655692729,0.34580869234246026,0.6604215456674474,0.44288577154308617,0.6585669781931462,0.43843137254901965,0.13314285714285717,0.3380221653878943,1.03271494188866,1.033560133521074
1878,0.622378992749363,0.014024096385542167,0.14105875509016877,0.22371206774876512,0.014334705075445818,0.24245466881851338,0.9414519906323185,0.39211756847027385,0.9401869158878504,0.6227450980392157,0.10085714285714287,0.33674339300937767,1.028346088295279,1.0328957923187023
5538,0.6337448559670782,0.011602409638554217,0.11655613728912162,0.18560338743824986,0.012126200274348423,0.23614087917919113,0.9664324746291959,0.39979959919839675,0.9657320872274142,0.6337254901960784,0.08200000000000002,0.3337595907928389,1.0320243678337688,1.0341092183441316
4508,0.6219870664315109,0.014132530120481927,0.14218150087260037,0.21700776287932255,0.014753086419753087,0.24115369063312617,0.9461358313817331,0.4243486973947896,0.9429906542056076,0.6223529411764707,0.0955714285714286,0.3343989769820972,1.0268453985535348,1.032790059672117
4680,0.6278659611992945,0.01359036144578313,0.1341273996509599,0.20536344389555405,0.014053497942386832,0.23924700627162418,0.9555035128805621,0.42635270541082165,0.9532710280373832,0.6282352941176471,0.09171428571428575,0.3350383631713555,1.0326094700876864,1.0334821197856734
