,EXEC,PhysIPC%,L3MISS,L2MISS,MEM,L3HIT,FREQ,L2MPI,IPC,INSTnom%,INST,L3MPI,GT,Pred
97,0.9038800705467372,0.5343457943925233,0.2702011291460834,0.7170781893004116,0.13003926701570684,0.9864729458917836,0.8599744245524298,0.47792168674698793,0.5362997658079626,0.9047058823529412,0.42747123603363973,0.08303571428571431,1.3423075534926043,1.3670562998272082
4047,0.8802665098961395,0.5174454828660435,0.3669724770642203,0.5294924554183813,0.21422920302501455,0.9749498997995992,0.8644501278772377,0.36506024096385536,0.5199063231850118,0.8807843137254905,0.4415395960701287,0.11714285714285717,1.1311578720410431,1.0410466003721304
6725,0.962962962962963,0.9750778816199376,0.30310515172900504,0.017722908093278464,0.17962187318208267,0.33333333333333337,0.5021312872975277,0.011253012048192767,0.975800156128025,0.9631372549019608,0.2338433941436208,0.08885714285714286,1.0393850362190364,1.0332245715621742
2167,0.8916323731138546,0.5317757009345794,0.32180663373323937,0.5994513031550068,0.187347294938918,0.9806279225116902,0.8525149190110826,0.40963855421686746,0.5323965651834504,0.891764705882353,0.4295039368846174,0.10142857142857145,1.1283605170882351,1.057375155115679
1000,0.6145404663923183,0.9323987538940811,0.3327452364149613,0.0198079561042524,0.19641652123327516,0.34702738810955247,0.3350383631713555,0.019493975903614454,0.9352068696330993,0.6141176470588237,0.24435166883534973,0.1508571428571429,1.033415541713425,1.0293114775393208
5736,0.4252400548696843,0.6355140186915887,0.31474947071277354,0.02027434842249657,0.2082664339732403,0.39512358049432195,0.340153452685422,0.02885542168674698,0.6370023419203749,0.4250980392156863,0.35875531302540836,0.20614285714285718,1.0454089747761404,1.0340540017811275
3600,0.612580834803057,0.924922118380062,0.38673253352152454,0.02213991769547325,0.2116463059918558,0.3186372745490982,0.33589087809036655,0.021807228915662644,0.9289617486338796,0.6125490196078431,0.24598998962889485,0.1754285714285715,1.0363752317522417,1.0427727057082965
4870,0.622378992749363,0.9414330218068534,0.3143966125617503,0.018559670781893002,0.18685863874345554,0.34201736806947225,0.33631713554987214,0.018108433734939755,0.9430132708821234,0.6227450980392157,0.2423640036468296,0.14128571428571435,1.0313581021858171,1.0277118290371234
4984,0.39741328630217515,0.35576323987538927,0.5299929428369797,0.04316872427983539,0.908667830133799,0.46092184368737477,0.649616368286445,0.06456626506024095,0.3565964090554255,0.3968627450980392,0.735240473213832,0.39742857142857146,1.0708452405272515,1.0778257946821928
262,0.41740152851263956,0.6308411214953269,0.3577981651376148,0.022016460905349797,0.22698080279232116,0.36639946559786224,0.33589087809036655,0.032108433734939754,0.6323185011709603,0.41725490196078435,0.3610058724189503,0.24042857142857155,1.0338575708570397,1.0329490284470886
3840,0.6106212032137958,0.9246105919003116,0.38884968242766416,0.023182441700960222,0.21176847004072136,0.3463593854375417,0.3354646206308611,0.022807228915662645,0.92583918813427,0.6109803921568628,0.2462638243742029,0.1764285714285715,1.049002825156513,1.0540989468740287
355,0.9590436997844405,0.9688473520249222,0.3528581510232887,0.02063100137174211,0.2072833042466551,0.33099532398129594,0.5017050298380222,0.01297590361445783,0.9726775956284154,0.9592156862745098,0.2347293584927428,0.10242857142857147,1.0280980443187346,1.0386455472080858
