,EXEC,PhysIPC%,MEM,L2MISS,L3MISS,INST,FREQ,INSTnom%,IPC,L3MPI,L2MPI,L3HIT,GT,Pred
6542,0.42680776014109345,0.6546728971962616,0.12938917975567193,0.014300411522633746,0.1709597741707834,0.34780272591565947,0.3305626598465473,0.42705882352941177,0.6557377049180328,0.1086428571428572,0.01975301204819277,0.5325651302605211,1.054225427614622,1.036322737967331
1181,0.5773074661963551,0.5705607476635514,0.08151832460732987,0.08580246913580247,0.10268172194777703,0.3993483868209543,0.5147058823529412,0.5776470588235294,0.5714285714285715,0.049071428571428585,0.08873493975903614,0.9544088176352705,1.0450449950101963,1.0607240181531834
1224,0.4307270233196158,0.37507788161993766,0.9505526468877256,0.0476954732510288,0.5483415666901907,0.663862198227959,0.639386189258312,0.43137254901960775,0.37517564402810305,0.39328571428571446,0.0713132530120482,0.5601202404809619,1.0714517327345672,1.0659484408202191
3484,0.43738977072310414,0.3822429906542056,0.9435718440954045,0.04484224965706448,0.5112914608327455,0.6596671209706838,0.644075021312873,0.43686274509803924,0.3826697892271663,0.3591428571428572,0.06518072289156628,0.5744822979291917,1.0636663575224683,1.0689849437110541
4014,0.43151087595532045,0.3747663551401869,0.9441535776614312,0.046296296296296294,0.5419901199717715,0.6645027961689272,0.6410912190963342,0.432156862745098,0.37580015612802503,0.3924285714285716,0.06906024096385541,0.5541082164328657,1.0704347700576866,1.0678733850287017
204,0.455026455026455,0.3825545171339564,0.9080860965677722,0.04643347050754458,0.5038814396612563,0.6757456116868717,0.6875532821824382,0.4549019607843136,0.3837626854020297,0.33842857142857147,0.06542168674698795,0.6032064128256512,1.074839371099357,1.0585551876746553
4298,0.6390358612580835,0.9579439252336447,0.11290575916230369,0.012201646090534979,0.16513761467889915,0.23791759709269236,0.33951406649616367,0.6388235294117647,0.9601873536299766,0.07178571428571431,0.01153012048192771,0.469939879759519,1.0389534331571115,1.034800886898899
6250,0.630217519106408,0.9532710280373832,0.11217277486910998,0.011893004115226338,0.16302046577275942,0.2392917086270561,0.33631713554987214,0.6305882352941177,0.953161592505855,0.07178571428571431,0.011403614457831323,0.46292585170340683,1.0323645112108129,1.0345164795719008
1708,0.6284538506760728,0.9579439252336447,0.11479057591623039,0.011810699588477367,0.16566690190543407,0.2377444272066629,0.33312020460358055,0.6294117647058824,0.9601873536299766,0.07264285714285716,0.011240963855421686,0.44739478957915835,1.0305183574754004,1.0336642342694284
6804,0.4413090339016265,0.3862928348909657,0.9441535776614313,0.046831275720164614,0.5342272406492592,0.6534733701951397,0.6427962489343564,0.44078431372549026,0.38704137392661986,0.37214285714285716,0.06819277108433734,0.5754843019372078,1.0747741745870596,1.0653066855583668
1374,0.4322947285910247,0.37258566978193147,0.9546247818499131,0.04644718792866941,0.5621030345800989,0.6687044034932632,0.6466325660699062,0.4329411764705882,0.37314597970335683,0.40657142857142875,0.06939759036144577,0.5420841683366733,1.078332804443072,1.073463166074174
4771,0.5861258083480305,0.5598130841121495,0.127260034904014,0.09588477366255144,0.18472124206069168,0.4070535634256551,0.5319693094629157,0.5870588235294117,0.5620608899297425,0.0867857142857143,0.09795180722891567,0.9248496993987976,1.0358012596221131,1.0503358587254867
3698,0.6325690770135214,0.9434579439252336,0.11262652705061087,0.012427983539094651,0.16354975299929433,0.24100733565797106,0.340153452685422,0.6329411764705881,0.9484777517564403,0.07242857142857144,0.011963855421686747,0.48246492985971945,1.0368943843523235,1.0347875698856028
302,0.43151087595532045,0.6532710280373832,0.13448516579406636,0.013744855967078189,0.17995765702187727,0.3487435378299748,0.3356777493606138,0.4329411764705882,0.6557377049180328,0.11742857142857148,0.019499999999999997,0.4829659318637275,1.0345268542199488,1.033661318344729
2322,0.4350382128159906,0.6528037383177568,0.12161431064572428,0.012798353909465023,0.14978828510938608,0.3492471415665285,0.3388746803069054,0.43529411764705883,0.6557377049180328,0.09750000000000003,0.018108433734939755,0.5405811623246494,1.01533532959024,1.03585293390357
1253,0.24514991181657847,0.5710280373831775,0.1147207678883072,0.02512345679012346,0.16725476358503888,0.3988321612632969,0.21867007672634273,0.24529411764705886,0.5737704918032788,0.1896428571428572,0.06234939759036144,0.6257515030060121,1.0455236043112397,1.0511515379238425
6035,0.9682539682539681,0.9813084112149533,0.1130017452006981,0.011460905349794239,0.16354975299929433,0.23260704792202666,0.5012787723785166,0.9694117647058824,0.9836065573770493,0.04671428571428573,0.007102409638554216,0.437374749498998,1.0306478378969612,1.0355082869712162
1920,0.6161081716637272,0.9341121495327103,0.10135253054101226,0.011337448559670782,0.14290755116443196,0.2442127653150063,0.3356777493606138,0.6164705882352941,0.936768149882904,0.0642857142857143,0.0111144578313253,0.501002004008016,1.0275123010159497,1.0356534134331603
4946,0.4350382128159906,0.6537383177570093,0.12831588132635255,0.013683127572016462,0.1693719124911786,0.3487336611988087,0.3382352941176471,0.43411764705882366,0.6557377049180328,0.10800000000000003,0.018975903614457827,0.5145290581162325,1.0287553717162057,1.0355699788513262
1122,0.43209876543209874,0.6514018691588785,0.13957242582897036,0.014506172839506172,0.18472124206069168,0.34951438109727523,0.33695652173913043,0.431764705882353,0.6533957845433256,0.1195714285714286,0.020403614457831322,0.497995991983968,1.026300330068627,1.0338247623684296
3486,0.43562610229276894,0.6574766355140186,0.11765270506108205,0.012078189300411523,0.14237826393789701,0.3463206223089184,0.33631713554987214,0.43529411764705883,0.6604215456674474,0.09085714285714289,0.01680722891566265,0.5365731462925851,1.0277839887263795,1.0354982591406252
6590,0.630217519106408,0.9532710280373832,0.12288830715532288,0.012716049382716048,0.18366266760762182,0.23931616657883628,0.33695652173913043,0.631764705882353,0.9555035128805621,0.08078571428571431,0.012108433734939758,0.4318637274549098,1.0606314685761864,1.0333402949059733
2880,0.6319811875367431,0.9532710280373832,0.09828097731239095,0.010493827160493827,0.13708539167254769,0.23811208606907783,0.3356777493606138,0.631764705882353,0.9578454332552694,0.06042857142857144,0.010030120481927711,0.4874749498997996,1.0288637796174949,1.0353757720721317
2306,0.4344503233392122,0.6565420560747663,0.12503490401396167,0.01308641975308642,0.16302046577275942,0.3470155304383078,0.33631713554987214,0.43411764705882366,0.6580796252927401,0.10564285714285716,0.018415662650602408,0.5105210420841684,1.039361641856695,1.0353229340369634
2350,0.6278659611992945,0.9579439252336447,0.11415357766143111,0.013888888888888888,0.17043048694424848,0.23879872621866582,0.3337595907928389,0.6282352941176471,0.9555035128805621,0.0745714285714286,0.013210843373493975,0.5190380761523046,1.0431155279576994,1.0364477376749497
58,0.6337448559670782,0.9532710280373832,0.1160471204188482,0.012654320987654321,0.1677840508115738,0.2391815881905043,0.3382352941176471,0.6329411764705881,0.953161592505855,0.07371428571428573,0.01205421686746988,0.4774549098196393,1.0364897797554706,1.0344141580273307
1440,0.638447971781305,0.9626168224299065,0.0967888307155323,0.010658436213991769,0.13232180663373327,0.23738032824716537,0.3382352941176471,0.6388235294117647,0.962529274004684,0.05764285714285717,0.010120481927710841,0.5095190380761523,1.0265458707320718,1.0356430970121657
1709,0.5949441504997061,0.9088785046728972,0.11236474694589879,0.011748971193415638,0.16302046577275942,0.2509898579484468,0.33248081841432225,0.5952941176470589,0.9110070257611242,0.0762857142857143,0.011927710843373492,0.4524048096192385,1.0293264840669576,1.0339833360736561
2758,0.6319811875367431,0.9579439252336447,0.11424083769633511,0.012777777777777779,0.17942836979534232,0.23791759709269236,0.3356777493606138,0.6329411764705881,0.9601873536299766,0.07800000000000003,0.012072289156626505,0.45040080160320645,1.0332418577050544,1.035932142738007
6367,0.906917499510092,0.5370716510903426,0.08503141361256547,0.5939643347050755,0.13821453775582215,0.4239050236074635,0.8584825234441604,0.9082352941176471,0.5370804059328649,0.042128571428571446,0.39156626506024095,0.9923179692718772,1.173097589762958,1.1552173051353822
3482,0.43915343915343913,0.6621495327102802,0.11052356020942411,0.011563786008230452,0.13708539167254769,0.3437023054632032,0.33631713554987214,0.4388235294117647,0.6627634660421546,0.08721428571428574,0.016030120481927708,0.5335671342685371,1.0273056091279302,1.0364065226319907
862,0.4368018812463257,0.6602803738317756,0.10851657940663177,0.01168724279835391,0.1275582215949189,0.3452332734162687,0.33695652173913043,0.4376470588235295,0.6627634660421546,0.08121428571428574,0.01619277108433735,0.5701402805611222,1.0303345471630003,1.0372195638911055
2768,0.6272780717225163,0.9532710280373832,0.12021815008726006,0.012407407407407409,0.17889908256880738,0.23890667590023157,0.3337595907928389,0.6270588235294117,0.9555035128805621,0.07864285714285717,0.011855421686746985,0.4333667334669339,1.0469122095917616,1.0335631088446624
6907,0.9378796786204193,0.535202492211838,0.0877777777777778,0.7626886145404663,0.12106563161609037,0.4265118730375529,0.8908780903665814,0.9380392156862746,0.537080405932865,0.036228571428571436,0.49156626506024087,0.9956579826319305,1.2408878923238795,1.1631072485118548
972,0.4403292181069959,0.6588785046728971,0.11065445026178013,0.012325102880658436,0.1275582215949189,0.3458035173116951,0.33951406649616367,0.44000000000000017,0.6604215456674474,0.08035714285714288,0.016879518072289157,0.5856713426853708,1.0323287114233388,1.037250377546845
4164,0.45816186556927296,0.35856697819314637,0.8755090168702736,0.0394238683127572,0.42978122794636564,0.7534944917915547,0.7723785166240409,0.4588235294117648,0.3589383294301327,0.2927142857142858,0.054578313253012045,0.5781563126252506,1.0691956070512334,1.0678729583179707
4778,0.623750734861846,0.9425233644859812,0.12426701570680633,0.013168724279835392,0.18472124206069168,0.24165144965031465,0.33631713554987214,0.6235294117647059,0.9437939110070259,0.08250000000000002,0.01281325301204819,0.4493987975951904,1.0275765825165746,1.0335771310678536
4958,0.6296296296296298,0.9579439252336447,0.11877835951134384,0.01211934156378601,0.16884262526464366,0.2385294463844313,0.3350383631713555,0.6305882352941177,0.9578454332552694,0.07414285714285716,0.011566265060240964,0.45190380761523047,1.0287719581842676,1.0330958754442092
4857,0.8894767783656672,0.5322429906542055,0.12269633507853407,0.5534979423868313,0.17942836979534232,0.42805747099928515,0.8491048593350384,0.8905882352941177,0.5339578454332553,0.055500000000000015,0.37228915662650597,0.9894789579158317,1.0715608405425958,1.0465252133070657
2983,0.22810111699000585,0.619626168224299,0.1018150087260035,0.018333333333333333,0.14449541284403675,0.3709450818304822,0.18861892583120207,0.22752941176470587,0.6229508196721313,0.18021428571428577,0.04825301204819277,0.5731462925851704,1.0766872877730542,1.047982340120005
4867,0.8818342151675485,0.5191588785046729,0.08219022687609077,0.7716049382716049,0.10580451658433314,0.43697652800371845,0.862531969309463,0.8823529411764706,0.5199063231850118,0.03291428571428572,0.522289156626506,0.9964929859719439,1.120427885151537,1.1819617376257638
4147,0.91005291005291,0.5370716510903426,0.08429319371727752,0.6392318244170097,0.13034580098800286,0.4249727944477844,0.8606138107416879,0.9098039215686272,0.5370804059328649,0.03990000000000001,0.4228915662650602,0.9939879759519038,1.1596311399520205,1.161463765068152
6708,0.6337448559670782,0.9532710280373832,0.11393542757417106,0.012921810699588478,0.17148906139731834,0.23946001263300157,0.3382352941176471,0.6329411764705881,0.953161592505855,0.07500000000000002,0.012271084337349396,0.4804609218436874,1.033831094747143,1.0357186731391197
5143,0.2527924750146972,0.5750778816199377,0.09406515415939504,0.026652949245541842,0.1434721242060692,0.39981588571524224,0.22549019607843138,0.25254901960784315,0.576112412177986,0.16142857142857142,0.06549397590361446,0.662992651970608,1.0554181537539729,1.0571597589250636
3343,0.2721928277483833,0.5766355140186915,0.1191972076788831,0.02059670781893004,0.1344918842625265,0.39422719965206326,0.23913043478260868,0.27176470588235296,0.5784543325526933,0.13800000000000004,0.047530120481927715,0.7084168336673348,1.0631406189334718,1.0501804248373658
2770,0.6390358612580835,0.9719626168224299,0.07707678883071555,0.008847736625514404,0.10141143260409319,0.23481538056615445,0.3343989769820972,0.64,0.9742388758782202,0.044078571428571446,0.008331325301204819,0.5470941883767535,1.030412224286632,1.037454165077225
4510,0.6355085243974132,0.9579439252336447,0.11638743455497386,0.01199588477366255,0.16566690190543407,0.23798913435261584,0.3375959079283887,0.6364705882352942,0.9578454332552694,0.07264285714285716,0.011439759036144578,0.4574148296593187,1.018412875764484,1.0334598028306587
1713,0.24162257495590828,0.6009345794392524,0.09604712041884819,0.020246913580246915,0.1312632321806634,0.3785601776538333,0.20396419437340152,0.24094117647058824,0.6018735362997658,0.15150000000000005,0.05078313253012048,0.6618236472945893,1.0702328343700844,1.053858012329111
6681,0.5873015873015873,0.5738317757009347,0.08393542757417105,0.08127572016460906,0.10580451658433314,0.3970075404738209,0.5198209718670076,0.5870588235294119,0.5737704918032788,0.05057142857142859,0.08385542168674698,0.9504008016032064,1.0518335072761251,1.0590371053299557
3690,0.630217519106408,0.9579439252336447,0.11084642233856896,0.011934156378600824,0.16090331686661968,0.23771809834968563,0.3343989769820972,0.6294117647058824,0.9601873536299766,0.07092857142857145,0.011403614457831323,0.467434869739479,1.034849173806579,1.03478579722361
2282,0.43151087595532045,0.6542056074766355,0.13081151832460736,0.013436213991769547,0.166196189131969,0.3484604086311692,0.3350383631713555,0.431764705882353,0.6557377049180328,0.10607142857142861,0.01870481927710843,0.5170340681362725,1.0308374702513758,1.03450545872384
151,0.5847540662355478,0.5563862928348908,0.08345200698080284,0.10672153635116596,0.12106563161609037,0.4097945049307417,0.5345268542199488,0.5850980392156863,0.5573770491803279,0.05778571428571431,0.11048192771084335,0.9569138276553106,1.0997001588439232,1.068930288419518
6368,0.6290417401528513,0.9579439252336447,0.11491273996509603,0.01236625514403292,0.17148906139731834,0.23827755410987064,0.3343989769820972,0.6294117647058824,0.9601873536299766,0.07521428571428573,0.011783132530120479,0.45691382765531063,1.032193127276371,1.034812894312102
2230,0.6319811875367431,0.9579439252336447,0.1099389179755672,0.012181069958847737,0.15984474241354982,0.23773786636324407,0.3350383631713555,0.6329411764705881,0.9601873536299766,0.0700714285714286,0.011602409638554216,0.4834669338677355,1.0318981965208067,1.035168837642915
5617,0.9155398785028415,0.5473520249221183,0.07353112274578245,0.9094650205761317,0.11118560338743826,0.41583265600318986,0.8499573742540495,0.916078431372549,0.5480093676814989,0.03417142857142858,0.6072289156626505,0.996993987975952,1.1175965041332716,1.2236037403936244
4390,0.6284538506760728,0.9532710280373832,0.121108202443281,0.013168724279835392,0.18736767819336633,0.23902091082506668,0.3350383631713555,0.6294117647058824,0.9555035128805621,0.08271428571428574,0.012632530120481926,0.43837675350701405,1.030159616159206,1.0345736001748589
722,0.430922986478542,0.6537383177570092,0.1267190226876091,0.013353909465020576,0.16302046577275942,0.3487385445132635,0.3350383631713555,0.43058823529411766,0.6557377049180328,0.10542857142857147,0.01870481927710843,0.5190380761523046,1.0342652696972554,1.0353362443317893
6900,0.6366843033509701,0.967289719626168,0.09993019197207681,0.010781893004115226,0.1402611150317573,0.2363458966866426,0.3356777493606138,0.6364705882352942,0.9648711943793912,0.06214285714285716,0.010373493975903614,0.48597194388777554,1.0335228806709655,1.0355662833832049
5023,0.24456202233980012,0.6077881619937694,0.08261198371146018,0.021193415637860084,0.11961891319689487,0.37494507003570454,0.2050298380221654,0.2439215686274509,0.6104605776736927,0.14085714285714288,0.05240963855421686,0.6743486973947895,1.0898952623095113,1.0569475941146202
2766,0.4273956496178718,0.6509345794392523,0.1416579406631763,0.014320987654320988,0.18630910374029647,0.34963159381860076,0.3337595907928389,0.4282352941176472,0.6510538641686183,0.12085714285714289,0.02016867469879518,0.48897795591182364,1.0340639992162313,1.0329676234667615
24,0.42994317068391125,0.37071651090342667,0.9540430482838862,0.040891632373113856,0.46612561750176446,0.6722638544800214,0.6466325660699062,0.43058823529411766,0.3722092115534739,0.32842857142857146,0.05963855421686747,0.5487641950567802,1.073887730720226,1.0767579252918111
2715,0.9747207524985303,0.9859813084112148,0.11200698080279234,0.011460905349794239,0.16090331686661968,0.23031947033489752,0.5019181585677749,0.9764705882352941,0.9906323185011712,0.046285714285714305,0.007138554216867469,0.44889779559118237,1.0326327117118048,1.0353220779022418
2382,0.4291593180482069,0.6518691588785046,0.13043630017452013,0.013724279835390946,0.17148906139731834,0.3496828396384252,0.3343989769820972,0.4294117647058823,0.6533957845433256,0.11100000000000003,0.019301204819277107,0.5090180360721442,1.0401467378471922,1.035031999574729
2961,0.5890652557319224,0.564018691588785,0.09636998254799305,0.10699588477366255,0.12914608327452368,0.4042243530802575,0.530690537084399,0.5894117647058824,0.5644028103044497,0.06085714285714287,0.10897590361445783,0.9539078156312626,1.0678388769689071,1.0588240287968116
154,0.44562022339800117,0.36074766355140186,0.9173938336242002,0.045596707818930035,0.5296400846859565,0.7144507973418848,0.7118499573742539,0.4454901960784314,0.36221701795472294,0.3741428571428573,0.06590361445783131,0.5721442885771544,1.0703553401738386,1.071699538351211
6689,0.6002351557907113,0.9074766355140186,0.07698080279232114,0.008580246913580248,0.10040578687367681,0.25102321006184325,0.33695652173913043,0.6011764705882353,0.908665105386417,0.0471857142857143,0.008783132530120481,0.5335671342685371,1.0316179453484462,1.0370691492319266
2779,0.6008230452674898,0.9182242990654206,0.07522687609075045,0.008580246913580248,0.09945306986591393,0.2480219315464807,0.33248081841432225,0.6,0.9203747072599533,0.04506428571428572,0.00847590361445783,0.5395791583166333,1.0266003458712227,1.037714676091368
5967,0.9065255731922397,0.5420560747663551,0.09526178010471205,0.7983539094650206,0.1307339449541285,0.4208677472344435,0.850383631713555,0.9070588235294117,0.5433255269320844,0.04017857142857144,0.5313253012048192,0.995991983967936,1.0505295066325542,1.1209287494099107
202,0.44738389182833627,0.6654205607476633,0.09561082024432813,0.011296296296296297,0.10966831333803814,0.3428589260246362,0.3414322250639386,0.44823529411764707,0.667447306791569,0.06792857142857145,0.015162650602409638,0.6182364729458918,1.0427257502862215,1.0396734715240852
2477,0.9127963942778758,0.546417445482866,0.06112274578243166,0.8203017832647461,0.08856739590684547,0.41655406944086015,0.8486786018755329,0.9129411764705881,0.5480093676814989,0.027100000000000006,0.5421686746987951,0.9976619906479628,1.2012130827397136,1.2581803953702844
5817,0.9155398785028415,0.5420560747663551,0.09087260034904017,0.6131687242798354,0.1443189837685251,0.4205664652567976,0.8584825234441604,0.916078431372549,0.544886807181889,0.04381428571428572,0.4033734939759036,0.9926519706078826,1.1270539050431947,1.1380593575260216
6420,0.6372721928277484,0.967289719626168,0.08766143106457246,0.0098559670781893,0.11908962597035995,0.2352635564856964,0.3343989769820972,0.6376470588235295,0.9695550351288058,0.052071428571428595,0.009343373493975902,0.5220440881763527,1.0543042770670803,1.0366043076220701
3887,0.9077013521457964,0.5404984423676014,0.09549156486329262,1.0,0.14961185603387442,0.42162051654816807,0.8537936913895994,0.9082352941176471,0.5417642466822794,0.045485714285714296,0.6602409638554216,0.9959919839679359,1.1295759838546595,1.1256623845397946
4945,0.9776601998824219,0.9813084112149533,0.11446771378708555,0.011934156378600824,0.15719830628087514,0.23289502038746757,0.5076726342710998,0.9788235294117649,0.9812646370023421,0.04444285714285715,0.007319277108433734,0.4774549098196393,1.0372994978348828,1.0335098178524795
811,0.5814226925338036,0.5714953271028036,0.08973821989528798,0.08806584362139917,0.12279463655610448,0.3985410755853033,0.5172634271099744,0.5811764705882354,0.5737704918032788,0.05807142857142858,0.09072289156626505,0.9463927855711423,1.0456655600638107,1.0602494834171015
2988,0.6343327454438566,0.9579439252336447,0.10971204188481679,0.012016460905349795,0.158256880733945,0.23739412603198237,0.3356777493606138,0.6352941176470589,0.962529274004684,0.06878571428571431,0.011349397590361444,0.48096192384769537,1.0381781235795835,1.0348767710436952
3084,0.46521653929061335,0.3853582554517133,0.8853984874927285,0.04056241426611797,0.42766407904022596,0.6976994183162737,0.7242114236999146,0.4658823529411765,0.3856362217017955,0.2784285714285716,0.05337349397590361,0.5794923179692718,1.0643847095718295,1.0568847142236706
4832,0.4297472075249853,0.6542056074766355,0.13454624781849917,0.01397119341563786,0.17678193366266765,0.348184551591082,0.33312020460358055,0.4294117647058823,0.6557377049180328,0.11400000000000005,0.019608433734939756,0.5020040080160321,1.0333257024326163,1.0342394219872595
1705,0.9706055261610816,0.9859813084112148,0.11110820244328101,0.011481481481481481,0.1677840508115738,0.23029034822706315,0.4993606138107417,0.9705882352941176,0.9906323185011712,0.0477857142857143,0.007102409638554216,0.42635270541082165,1.0461533085519912,1.0371506944191438
4143,0.2563198118753674,0.5682242990654205,0.11708551483420597,0.02693415637860082,0.1709597741707834,0.4049224788865261,0.23145780051150897,0.2564705882352941,0.5690866510538642,0.18621428571428578,0.06397590361445783,0.6422845691382765,1.0424238434031907,1.0520610841241131
4865,0.9776601998824219,0.9906542056074766,0.08465968586387436,0.00940329218106996,0.12088920254057874,0.22975390231621354,0.5012787723785166,0.9788235294117649,0.9929742388758783,0.034092857142857154,0.005765060240963855,0.48997995991983967,1.0430170532368297,1.036620140475472
4114,0.4295512443660591,0.3722741433021807,0.9458987783595115,0.04669410150891632,0.5377558221594921,0.6733085535545824,0.6445012787723785,0.4298039215686274,0.37252146760343485,0.38914285714285723,0.06999999999999998,0.565130260521042,1.0655773582658408,1.0685256914876295
2074,0.44757985498726244,0.3940809968847351,0.9377545084351369,0.04122085048010973,0.45201129146083285,0.6450297745374649,0.6432225063938619,0.4478431372549018,0.39578454332552704,0.30357142857142866,0.05771084337349396,0.572812291249165,1.0680958557973323,1.0663549086885635
1896,0.4350382128159906,0.6621495327102802,0.11743455497382203,0.012325102880658436,0.1455539872971066,0.34408652979844195,0.3337595907928389,0.43529411764705883,0.6627634660421546,0.09150000000000003,0.016825301204819273,0.534068136272545,1.0500995452092208,1.0357542730551688
5969,0.6096413874191652,0.8948598130841121,0.10280977312390926,0.012448559670781895,0.13920254057868742,0.25492667601373814,0.3459079283887468,0.6094117647058824,0.8969555035128807,0.0642857142857143,0.012487951807228915,0.5395791583166333,1.0393614847463923,1.0353022971184873
1185,0.9835390946502057,1.0,0.07760034904013963,0.008683127572016463,0.10040578687367681,0.22789149043303125,0.5012787723785166,0.9847058823529413,1.0,0.028371428571428582,0.005331325301204819,0.5390781563126251,1.0393134030459497,1.0341786041586303
869,0.6008230452674898,0.9144859813084111,0.08701570680628275,0.009794238683127572,0.11803105151729008,0.24915749583040772,0.3337595907928389,0.6011764705882353,0.9180327868852459,0.0537857142857143,0.009740963855421685,0.5275551102204409,1.0369131319560982,1.0367666521883687
