Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
num-800000,4662.85714286,1.05,0.525685714286,0.270542857143,9057.71428571,1.05142857143,26.28,1.94285714286,1.28257142857,0.000141628571429,0.970142857143,0.0376771428571,4.17628571429e-06,3.88542857143,97.14,0.0392485714286,2155.71428571,0.013624,0.982204365252
num-800000,17677.4193548,1.05,1.38387096774,1.04032258065,23443.5483871,2.76741935484,69.1838709677,1.32548387097,54.2709677419,0.00231274193548,0.999241935484,0.0402088709677,1.74017741935e-06,2.6514516129,66.2870967742,0.0240520967742,2117.90322581,0.00586279032258,1.7103000876
num-800000,5762.10526316,1.05447368421,0.427605263158,0.332631578947,7384.21052632,0.855210526316,21.3842105263,1.83168421053,5.04934210526,0.000583052631579,0.761026315789,1.68452947368,0.000192591710526,3.66236842105,91.5289473684,1.57683026316,2159.47368421,1.02349673684,1.11865818302
num-800000,17667.2413793,1.05,1.34189655172,1.04,22743.1034483,2.68327586207,67.0948275862,1.28655172414,222.310344828,0.00974396551724,0.999965517241,0.035455,1.56125862069e-06,2.57344827586,64.3379310345,0.0199301724138,2118.79310345,0.00377379310345,1.60686815354
num-800000,4537.42857143,1.05,0.523657142857,0.269714285714,8809.42857143,1.04685714286,26.18,1.94142857143,1.27085714286,0.000144314285714,0.9752,0.031014,3.51488571429e-06,3.88285714286,97.0685714286,0.0294257142857,2102.0,0.00945057142857,0.984205007232
num-800000,15886.2745098,1.05,1.29960784314,0.941901960784,21919.6078431,2.60058823529,65.0039215686,1.38039215686,10.8829411765,0.000498098039216,0.99662745098,0.0368974509804,1.68737254902e-06,2.76137254902,69.0176470588,0.0213747058824,2106.8627451,0.0030937254902,1.41089730689
num-800000,17983.0508475,1.05,1.3106779661,1.04016949153,22600.0,2.62152542373,65.5406779661,1.25644067797,91.2237288136,0.00402915254237,0.999847457627,0.02657,1.18157627119e-06,2.51169491525,62.8050847458,0.0150450847458,2155.25423729,0.00273374576271,1.65324943652
num-800000,5094.28571429,1.05,0.543371428571,0.296114285714,9347.42857143,1.086,27.1742857143,1.85914285714,2.82228571429,0.000288657142857,0.911085714286,0.39786,3.87531428571e-05,3.718,92.9428571429,0.252137142857,2150.0,0.0682714285714,0.992417043356
num-800000,5038.0,1.05,0.543828571429,0.293942857143,9326.57142857,1.08857142857,27.1885714286,1.85314285714,2.92228571429,0.000310485714286,0.851542857143,0.4888,5.06114285714e-05,3.70628571429,92.6428571429,0.308828571429,2143.14285714,0.0681828571429,0.993320936294
num-800000,9728.33333333,1.05,1.09916666667,0.57775,18491.6666667,2.19666666667,54.9277777778,1.90416666667,77.9055555556,0.00421083333333,0.994777777778,0.409472222222,2.17855555556e-05,3.81055555556,95.2388888889,0.198516666667,2102.22222222,0.036375,1.00693556492
num-300000,9304.61538462,1.05,1.10230769231,0.552692307692,18561.5384615,2.20769230769,55.1692307692,1.99384615385,63.6153846154,0.00342461538462,0.999461538462,0.0325923076923,1.75230769231e-06,3.99384615385,99.8153846154,0.0187169230769,2100.0,0.00316230769231,1.00320042203
num-300000,17976.1904762,1.05,1.35619047619,1.04,23342.8571429,2.71095238095,67.7666666667,1.2980952381,49.1476190476,0.00209476190476,0.999523809524,0.0243223809524,1.04680952381e-06,2.5980952381,64.9380952381,0.0138547619048,2158.57142857,0.00267071428571,1.59213506518
num-300000,15894.1176471,1.05,1.29882352941,0.943529411765,21870.5882353,2.59647058824,64.9176470588,1.37705882353,4.56411764706,0.000208941176471,0.992823529412,0.0301764705882,1.38158823529e-06,2.75235294118,68.8176470588,0.0180070588235,2103.52941176,0.00289941176471,1.23262085404
num-300000,17638.0952381,1.05,1.37285714286,1.04047619048,23209.5238095,2.74285714286,68.5714285714,1.31523809524,229.904761905,0.00989095238095,0.99980952381,0.0594047619048,2.55647619048e-06,2.63,65.7380952381,0.0346438095238,2112.85714286,0.00832047619048,1.60088179403
num-300000,4535.38461538,1.05,0.523923076923,0.269384615385,8821.53846154,1.04923076923,26.2,1.94461538462,1.23230769231,0.000139692307692,0.973153846154,0.0328830769231,3.73076923077e-06,3.89153846154,97.2461538462,0.0282230769231,2103.84615385,0.00773,0.981335919045
num-300000,4654.61538462,1.05,0.525384615385,0.270769230769,9037.69230769,1.05076923077,26.2769230769,1.94076923077,1.32461538462,0.000146769230769,0.963076923077,0.0493,5.51230769231e-06,3.88230769231,97.0692307692,0.0464,2150.76923077,0.0183076923077,0.976963543667
num-300000,4638.46153846,1.05,0.525,0.269846153846,9020.0,1.05,26.2538461538,1.94461538462,1.23538461538,0.000136923076923,0.973076923077,0.0320769230769,3.55538461538e-06,3.88846153846,97.2307692308,0.0320307692308,2148.46153846,0.0108838461538,0.979493766493
num-300000,8191.33333333,1.05,0.498933333333,0.475333333333,8594.66666667,0.997933333333,24.9466666667,1.3184,9.20933333333,0.00100633333333,0.5894,3.40533333333,0.0003803,2.638,65.9266666667,3.05733333333,2152.0,1.94933333333,1.09580867833
num-300000,17995.2380952,1.05,1.33,1.04,22904.7619048,2.65857142857,66.4571428571,1.27285714286,59.7857142857,0.00261,0.999523809524,0.0281466666667,1.23104761905e-06,2.5480952381,63.6714285714,0.014699047619,2155.23809524,0.00199619047619,1.58378351205
