hash 7 itr 14 probe 2 -165.75 161.3 93.3254901961 
hash 8 itr 7 probe 20 -145.35 124.2 93.4705882353 
hash 7 itr 19 probe 16 -89.25 89.6 96.5137254902 
hash 7 itr 7 probe 20 -181.05 150.6 91.7058823529 
hash 7 itr 9 probe 6 -173.4 156.4 92.5333333333 
hash 8 itr 25 probe 18 0.0 0.0 100.0 
hash 6 itr 25 probe 14 -153.0 162.2 94.3607843137 
hash 6 itr 25 probe 12 -155.55 165.7 94.2980392157 
hash 4 itr 12 probe 20 -464.1 475.2 82.2352941176 
hash 5 itr 17 probe 14 -311.1 331.5 88.6 
hash 8 itr 25 probe 10 -17.85 23.7 99.5294117647 
hash 5 itr 19 probe 20 -298.35 321.0 89.1882352941 
hash 8 itr 25 probe 12 -5.1 1.2 99.6470588235 
hash 8 itr 25 probe 14 -5.1 1.2 99.6470588235 
hash 2 itr 22 probe 20 -902.7 902.3 64.5843137255 
hash 8 itr 7 probe 16 -147.9 126.5 93.3607843137 
hash 6 itr 9 probe 16 -221.85 205.8 90.6705882353 
hash 7 itr 17 probe 18 -99.45 103.1 96.2431372549 
hash 7 itr 17 probe 16 -99.45 101.0 96.1607843137 
hash 7 itr 17 probe 2 -158.1 163.9 94.0274509804 
hash 7 itr 17 probe 14 -99.45 97.7 96.031372549 
hash 7 itr 17 probe 12 -99.45 97.7 96.031372549 
hash 8 itr 22 probe 18 -25.5 36.5 99.431372549 
hash 8 itr 17 probe 10 -61.2 72.9 98.0588235294 
hash 8 itr 17 probe 12 -53.55 59.2 98.1215686275 
hash 5 itr 22 probe 12 -300.9 327.4 89.2392156863 
hash 8 itr 17 probe 14 -53.55 59.2 98.1215686275 
hash 4 itr 25 probe 18 -428.4 457.3 84.3333333333 
hash 8 itr 17 probe 16 -51.0 58.3 98.2862745098 
hash 5 itr 22 probe 16 -295.8 326.7 89.6117647059 
hash 8 itr 17 probe 18 -51.0 61.4 98.4078431373 
hash 7 itr 12 probe 20 -130.05 124.3 94.6745098039 
hash 8 itr 2 probe 2 -303.45 249.8 85.9960784314 
hash 4 itr 25 probe 16 -428.4 457.3 84.3333333333 
hash 7 itr 12 probe 14 -135.15 126.1 94.3450980392 
hash 6 itr 12 probe 18 -196.35 187.4 91.9490196078 
hash 7 itr 12 probe 16 -132.6 124.6 94.4862745098 
hash 8 itr 25 probe 2 -79.05 92.1 97.4117647059 
hash 7 itr 12 probe 10 -140.25 135.4 94.3098039216 
hash 8 itr 25 probe 4 -53.55 60.5 98.1725490196 
hash 7 itr 12 probe 12 -137.7 131.1 94.3411764706 
hash 8 itr 25 probe 6 -40.8 46.3 98.6156862745 
hash 8 itr 25 probe 8 -30.6 29.1 98.7411764706 
hash 6 itr 12 probe 12 -204.0 198.0 91.7647058824 
