,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
1318,0.9887,1.06,0.9197,0.86692869174621,0.0212,1.153,0.6338,0.002133,0.9487,0.5771000000000001,0.684554,1.5047563997799998,1.3807328677531845
1333,1.0355,1.2225,0.9075,0.7406513872135102,0.024474999999999997,1.35,0.816125,0.000472625,0.49525,0.67425,0.7752475,1.19288989999,1.220272132293617
56,0.9926666666670001,1.23888888889,0.959444444444,0.7737652681904128,0.0247555555556,1.2944444444399998,0.701444444444,0.0014688888888900002,0.962555555556,0.6462222222220001,0.6771244444447,1.4490405275999998,1.4095278378179819
581,1.018,1.09,0.733714285714,0.6733436055446688,0.0218,1.48571428571,0.821571428571,0.000731,0.900714285714,0.743428571429,0.8017857142854,1.13009904074,1.1281271614790214
1947,1.02742857143,1.24714285714,0.900714285714,0.7234185733482863,0.0249714285714,1.3842857142899998,0.8244285714290001,0.000423142857143,0.492285714286,0.692857142857,0.6831314285717001,1.21585009097,1.2247530188853633
1204,1.04714285714,1.1385714285700002,0.9644285714290001,0.8456375838945093,0.022799999999999997,1.18142857143,0.669428571429,0.00268571428571,0.9784285714290001,0.5911428571430001,0.6479000000003999,1.4504599301899999,1.3298083578245676
2436,0.9816666666670001,1.09333333333,0.583,0.5334513274363424,0.0219166666667,1.88166666667,0.940666666667,0.00011756666666700001,0.46266666666699996,0.9415,0.7341583333337001,1.20336191966,1.1057975517016376
755,0.973571428571,0.826,0.499,0.603767820772701,0.0165142857143,1.6571428571399998,0.189857142857,0.00531714285714,0.98,0.8284285714290001,0.839418571429,1.03077590914,1.090019225489148
1532,1.00228571429,1.1685714285700002,0.74,0.6324909747304205,0.0233857142857,1.58714285714,0.8015714285709999,0.000845857142857,0.9288571428569999,0.7922857142859999,0.7413814285713,1.08849812284,1.1846133031456243
647,1.00671428571,1.17285714286,0.887285714286,0.7574893009960664,0.023428571428599998,1.3214285714299998,0.821571428571,0.000484142857143,0.434571428571,0.6608571428569999,0.7661714285717,1.22256827983,1.2484695226548337
1865,1.03233333333,0.859333333333,0.605,0.7036199095061167,0.0171833333333,1.4183333333300001,0.245,0.00802333333333,0.988,0.71,0.8056499999996999,1.1113512519700002,1.0208544552811611
1258,1.013125,1.051875,0.830625,0.7908269631688672,0.02105,1.265,0.1995,0.00603,0.988,0.632875,0.6687712499999999,1.2488142200599999,1.2564598915032192
1713,1.01477777778,1.27222222222,0.9717777777779999,0.7650050864710376,0.0254222222222,1.31,0.831,0.0006976666666669999,0.8867777777779999,0.6542222222220001,0.6686644444444,1.43111098127,1.3685607188801434
941,1.041,0.968625,0.801125,0.8260869565217391,0.019375,1.21,0.664375,0.00368375,0.97425,0.6054999999999999,0.76837,1.2241758356499999,1.1602982155898829
1733,0.994375,0.932375,0.766375,0.8222748815165877,0.018625,1.2175,0.640125,0.0034975,0.978125,0.609125,0.6758787500000001,1.31690850514,1.2190970303723585
2491,1.001,0.940125,0.8795,0.9349341595662277,0.018825,1.07075,0.691375,0.001034125,0.806125,0.534375,0.7420025,1.2126778708900001,1.301431976705647
2529,0.994888888889,1.05988888889,0.9182222222220001,0.8675292667890342,0.021188888888900005,1.15444444444,0.6637777777780001,0.0017266666666700002,0.947222222222,0.577888888889,0.6922355555558001,1.40003770792,1.3656676961403562
1498,1.0306666666700002,1.07333333333,0.8270000000000001,0.7704315886115704,0.0214666666667,1.30166666667,0.1625,0.00691333333333,0.988166666667,0.6505,0.7341499999997,1.21492945986,1.2248456992902512
1096,1.0208,1.1244,0.743,0.6607700312174818,0.02252,1.5119999999999998,0.805,0.0007074,0.8884,0.7565999999999999,0.7835000000000001,1.01032884766,1.1284232075676073
882,1.024,0.8390000000000001,0.593,0.7075144508654162,0.0168,1.42,0.2805,0.008293333333329999,0.9895,0.709333333333,0.7652633333337,1.00618986286,1.0388854382736055
930,1.02285714286,1.1342857142899998,0.620285714286,0.5458674609110542,0.0226857142857,1.8285714285699999,0.9467142857140001,0.00010917142857100002,0.436,0.9142857142860001,0.7276371428573999,1.14323026436,1.0443940314103255
254,1.04071428571,1.16,0.7545714285709999,0.652394775038935,0.023171428571400005,1.5357142857100001,0.892142857143,0.000413714285714,0.809428571429,0.768142857143,0.7444471428571001,1.09880151536,1.1042475313899782
