,EXEC,MEM,FREQ,L2MPI,GT,Pred
7101,0.8939014202172096,0.43894843396425115,0.6347305389221557,0.009352272727272726,1.15507733787,1.1917484852910305
3561,0.16725146198830407,0.4891747052520504,0.2546586826347305,0.0509090909090909,1.0337341979899999,1.0400864266562453
1747,0.8885756056808688,0.35489237227593956,0.9976047904191617,0.09801136363636363,1.53669348348,1.5292771143172414
1838,0.6553049289891395,0.46966773847819565,0.5005029940119761,0.01559090909090909,1.0844249850799998,1.095455369852761
1174,0.17005847953216371,0.5020793140409082,0.25849101796407187,0.05127272727272726,1.0130318466,1.0300602654506683
245,0.5034809245338345,0.45514171727972674,0.5622355289417965,0.02276515151522727,1.20700666897,1.1667269544254735
5891,0.27123363965497077,0.8515541264740449,0.4868662674653892,0.039151515151590904,1.17198489875,1.1819195419370176
7732,0.17119465329991645,0.5028545909255101,0.25849101796407187,0.04372727272727272,1.0199406820299999,1.035074069553623
3781,0.28905597326649957,0.5161093247590268,0.3498922155688623,0.01830909090909091,1.0671846016,1.0499520326625327
7831,0.3301308827627401,0.5223115398358421,0.44614770459113773,0.019291666666659088,1.0838992035600001,1.076363519155347
1775,0.4890559732664996,0.48497320471614325,0.5070179640718563,0.03681818181818181,1.0336460264799998,1.0903139991604216
1596,0.265107212475355,0.9017803977618442,0.47936127744479046,0.03784848484840908,1.26450701295,1.2533835227588943
1575,0.2630186577552214,0.8971954269385128,0.4421556886227545,0.03621590909090909,1.4012386807700001,1.2292955054628663
2206,0.13316624895572263,0.9336667857563179,0.21157684630706586,0.04409469696977272,1.16920155001,1.2741835971202857
6711,0.2734614313558897,0.8996963201146481,0.4747305389221557,0.04109090909090909,1.1422269314,1.2405124331116004
1751,0.20328599275939846,0.4924050256041416,0.3219161676646707,0.05606060606068182,1.08129549017,1.0500006121971823
6070,0.1753550543024227,0.5092068595928937,0.26596407185628745,0.05327272727272727,1.01193701388,1.02450497233189
7972,0.42121971595655805,0.48577349053250646,0.35008383233532936,0.009986363636363635,1.0720153176,1.0557885567623597
1411,0.17644110275689223,0.4973276170062513,0.26883832335329344,0.05263636363636363,0.997647345866,1.0348679541046593
2069,0.17612364243943188,0.507956413004826,0.26002395209580836,0.04159090909090909,1.01256987869,1.0321277881075388
3214,0.7055601967886382,0.32789488309300746,0.874304723885988,0.08777777777772726,1.60802449433,1.5160592425774537
1957,0.15350041771094403,0.47389424794586416,0.2217005988023952,0.04404545454545454,1.0587459087,1.0508766095350177
2173,0.8389724310776943,0.35145364415875363,0.9976047904191617,0.08227272727272728,1.57478474939,1.5534479351342148
2234,0.8770258980785297,0.4416577349054811,0.5733173652694612,0.006259999999999999,1.11053813966,1.1588644926371399
663,0.29390142021720966,0.5142836727404481,0.3567904191616767,0.01971363636363636,1.0873765701,1.0518844079780691
7108,0.2691450849348371,0.877188281529431,0.47153692614802395,0.03870833333340909,1.19566953741,1.209590145462361
914,0.17500417710944027,0.5099071096822114,0.26270658682634734,0.047499999999999994,1.0340878456,1.0273419346040533
2919,0.6595655806182121,0.4964481362397272,0.5617564870256287,0.012997348484840908,1.07086724795,1.0915200811084542
346,0.9177109440267335,0.329914701679289,0.9988023952095809,0.07534090909090908,1.59445403998,1.6080863345589833
2252,0.26622110832664997,0.9044896987030742,0.44279441117796403,0.036060606060681816,1.33402577153,1.2389807591175037
3256,0.42475235708354214,0.436602357984972,0.7285543199319761,0.8003246753250001,1.31009572908,1.2963738752289278
7786,0.14796992481203006,0.4607145409076316,0.2194011976047904,0.05895454545454545,1.06394556316,1.0521902676731214
6989,0.14931773879114452,0.8790639514115324,0.24047904191616767,0.038712121212045446,1.1944873672,1.184082768196982
17,0.8383458646616542,0.4429081814935487,0.6454291417168863,0.0068560606060681815,1.1846260867799998,1.1984613906831296
4989,0.4973544973542188,0.4863195188763795,0.5992814371257484,0.029916666666590905,1.14923416624,1.1423517364939078
3074,0.9118629908103592,0.37191407645600993,0.9988023952095809,0.1255681818181818,1.4373461496000002,1.4687830781579838
4189,0.29106098579782785,0.5134833869240849,0.3531497005988024,0.01845454545454545,1.0473101472,1.0528319780590318
1418,0.2705374547477025,0.8967786114095736,0.48463073852263483,0.03854924242431818,1.29161142498,1.2445215634588902
2071,0.17025898078529658,0.4919256877457992,0.2537005988023952,0.0499090909090909,1.03263182281,1.037436036825895
3570,0.15622389306599832,0.4646409431941638,0.2399041916167665,0.06659090909090908,1.05026800519,1.0476290324837192
6610,0.44806460595906433,0.49188400619328043,0.44934131736526944,0.013306818181818182,1.0883545538200001,1.0836055487426157
1484,0.15849624060150375,0.4803965702038158,0.23377245508982036,0.04638636363636363,1.0243298091500002,1.0460301808186316
6983,0.29776823009941517,0.9460521614860471,0.5307784431137724,0.04034090909090909,1.30320886892,1.3327887443774618
3073,0.6684767474243943,0.4966773847804561,0.6034331337322156,0.01876893939393182,1.1118839304500001,1.1067618597468383
959,0.4193817878028404,0.492550911039833,0.35200000000000004,0.012204545454545454,1.05839211546,1.047425972941854
5247,0.2684489000275689,0.9286649994052979,0.4913373253489821,0.040375,1.25837803695,1.3004833981817212
4334,0.43650793650793646,0.47127247826579893,0.727345309381557,0.6928030303022725,1.171276405,1.1820458624907602
432,0.5004177109440267,0.487299035369949,0.5764471057887425,0.027496212121136357,1.14676774837,1.129863206200133
5993,0.2673350041771094,0.8688519709431471,0.47664670658682634,0.038715909090909086,1.1711917410700001,1.2018215290739975
1188,0.15996658312447784,0.4742693819222845,0.23894610778443115,0.055090909090909086,1.04213586825,1.0461628909576979
4404,0.14805346700083544,0.4527116827439988,0.21710179640718563,0.06390909090909092,1.0583791932200002,1.0556511911222206
1030,0.29039264828738515,0.5066059306897129,0.3495089820359282,0.01755,1.05819119733,1.0581260949166835
6079,0.8603453077109439,0.4759824937479371,0.650059880239521,0.009810606060613635,1.13984051081,1.139708184969537
5748,0.2902255639097744,0.5202608074314113,0.3504670658682635,0.01802272727272727,1.03632351362,1.0467904914774868
4921,0.5025062656641605,0.4795462665239298,0.5906586826347306,0.026249999999999996,1.10787250739,1.147707108139303
2884,0.8911166805931496,0.49628141002715126,0.6570858283429939,0.008872348484840907,1.12243345696,1.1087551214384443
7824,0.8841548315204676,0.4960521614864223,0.6604391217561677,0.008579545454545454,1.12805182129,1.1123253957369041
3313,0.1651629072681704,0.488574490889778,0.2469940119760479,0.055090909090909086,1.04337354528,1.0350822307587524
5746,0.1503425229741019,0.46381564844603923,0.22112574850299402,0.06172727272727272,1.05230110397,1.0470035143142111
1748,0.33208020050125314,0.5175806835768194,0.4474251497005988,0.019268939393931817,1.07077584324,1.0803850644371615
2788,0.287719298245614,0.5074562343695989,0.3437604790419162,0.017545454545454545,1.05148197065,1.0556795057879058
4529,0.2706766917293233,0.9197034655237298,0.44614770459113773,0.03496590909090909,1.3208099469399999,1.2629949714672581
5995,0.1719966583124478,0.49727759914272857,0.26194011976047904,0.049954545454545446,1.04036576408,1.0356083511603185
6318,0.6616541353383458,0.48099678456608824,0.509125748502994,0.01558181818181818,1.08826769692,1.0826373946798837
5724,0.2930659983291562,0.5123329760630626,0.35085029940119766,0.015354545454545454,1.01514081482,1.0549708154631436
2009,0.1717126148705096,0.4952268667382977,0.26366467065868265,0.04304545454545454,1.0161476360200001,1.0434450971762932
2070,0.2920634920634921,0.5122079314042558,0.34644311377245507,0.0178,1.05377648466,1.0513939808854842
874,0.2683096630467836,0.8928188638802762,0.46243512974083834,0.04472727272727273,1.20807355824,1.2249862778248803
3349,0.2663603453074352,0.85405501965018,0.48431137724550893,0.04086363636363636,1.2252898859399999,1.185720804078096
5972,0.17375104427736007,0.4995534119330116,0.2575329341317365,0.04413636363636363,1.02011122255,1.0362887421412492
2714,0.8654970760233918,0.3289091342143012,0.9985362608095808,0.08502525252522727,1.6965539867,1.603342126833706
6170,0.27708159287134504,0.8932356794092152,0.47297405189652697,0.040151515151590905,1.2112598924299998,1.227901432917786
5140,0.9057017543859649,0.3740242050733741,0.9952095808383234,0.11545454545454543,1.45109876091,1.4695864071678255
3525,0.28922305764411027,0.5061057520544858,0.34740119760479043,0.016895454545454543,1.05701723191,1.0585468070042976
1161,0.17192982456140352,0.49570203644176336,0.2521676646706587,0.043772727272727276,1.03514690543,1.038192497730732
5694,0.8752436647201337,0.4749612957018488,0.6543712574850299,0.00859090909090909,1.1658557239700003,1.1429835494799847
5892,0.2126427179055973,0.4991574371797068,0.3468263473053893,0.051780303030227265,1.03012264447,1.055568331280879
4799,0.3297131718187134,0.5213945456716761,0.4502994011976048,0.019609848484840906,1.07767261856,1.0789547904211974
7380,0.28654970760233917,0.501429081815113,0.3387784431137725,0.017163636363636364,1.0772823389,1.0595850124466433
6713,0.193859649122807,0.4780457306182487,0.3196806387228743,0.061553030302954545,1.06649774192,1.0600410006002998
4302,0.2895572263993317,0.5060307252592019,0.3498922155688623,0.017704545454545452,1.04487091671,1.0588697319361862
3997,0.27360066833751046,0.8826068834106403,0.4863872255492216,0.04145075757568181,1.20549103638,1.2208403473403535
4031,0.22266778056223893,0.5038257711093261,0.3787624750495809,0.04265151515159091,1.04943598338,1.0701352271255287
4981,0.29872299797076024,0.8687031082529006,0.5503507271176048,0.039954545454545444,1.24506835085,1.2218746419174527
3465,0.41453634085213026,0.48529832082904084,0.3426107784431138,0.012763636363636364,1.04343052964,1.0521859218209715
480,0.2893901420217209,0.5134583779923235,0.3525748502994012,0.018318181818181817,1.0412084343799999,1.0531649119722462
393,0.4469507101086048,0.3688661128975952,0.7056287425149701,0.9173295454545454,1.48251197516,1.4606391092500584
3599,0.2528543581177945,0.8759378349413633,0.39297405189652695,0.04065909090909091,1.21991428724,1.1779454902653068
7058,0.4429128376499582,0.4782541383833434,0.4498203592814371,0.012742424242431816,1.09261261609,1.1011286591563814
4323,0.1739348370927318,0.49945337620596625,0.25868263473053893,0.051000000000000004,1.01831643854,1.0313430350212152
3508,0.1419715956558062,0.44588424437314966,0.2079041916167665,0.06022727272727272,1.0661547124,1.0640229395223926
4176,0.8746867167919798,0.47606585685422514,0.6553293413173653,0.00908333333334091,1.16453188535,1.1413413056634338
2487,0.4643274853801169,0.45228653090405585,0.47061077844311383,0.03381818181818182,1.0961153754200001,1.1211121216771707
4940,0.168922305764411,0.48732404430171034,0.25293413173652696,0.0524090909090909,1.03389523299,1.039423278553007
5326,0.9463241436925647,0.37116380850316943,0.9988023952095809,0.08400568181818181,1.51155039388,1.5018127875126996
3016,0.28721804511278193,0.5046802429440888,0.3429940119760479,0.017668181818181816,0.9705875576899999,1.057814162677441
1402,0.5263157894736842,0.5037424080030382,0.6059880239520958,0.03659090909090909,1.11377549245,1.1142325831656055
5633,0.6392648287385129,0.4741443372634777,0.5238802395209581,0.017486363636363633,1.11229833529,1.1014543367779135
2484,0.28738512949039263,0.5082815291177236,0.34644311377245507,0.0158,1.08695608361,1.0576699099964504
5291,0.28404344193817876,0.4972025723474445,0.33897005988023954,0.01783181818181818,1.07598963973,1.0635714217933967
2102,0.14569757727652463,0.4495855662738298,0.21403592814371258,0.06577272727272727,1.08203642464,1.0569630879836782
1017,0.2723475355054302,0.9122007859953241,0.4739321357288623,0.04435606060613636,1.20147394466,1.2589444597940955
6876,0.21432748538011695,0.5030963439321198,0.3525748502994012,0.05121212121204545,1.05599923623,1.0548132888038888
3698,0.876357560568087,0.4572257949269229,0.6468662674653893,0.009212121212113636,1.22666767262,1.167677545200242
6566,0.16875522138680032,0.49697749196159235,0.2575329341317365,0.05645454545454545,1.0216212614,1.0300463982251102
