,EXEC,MEM,FREQ,L2MISS,L3MISS,INST,INSTnom%,L3HIT,PhysIPC%,L3MPI,L2MPI,IPC,GT,Pred
7932,0.16711779448621553,0.499578420864773,0.25120958083832334,0.017122529644268775,0.3043902439024391,0.5964064132118752,0.16729096989966555,0.7295180722891567,0.35820348304307975,0.14126074498567337,0.04327272727272727,0.35798165137614674,1.01633337183,1.015517076306781
2560,0.16075187969924812,0.4704430153627976,0.2437365269461078,0.015425559947299078,0.231869918699187,0.6019997151584764,0.16096989966555184,0.7614457831325301,0.3468377635197067,0.1211556829035339,0.04528181818181818,0.3474311926605504,1.03331541377,1.0221240416084272
7500,0.42222222222222217,0.4941264737407982,0.35142514970059885,0.013251119894598156,0.2944271988174427,0.3296089759336782,0.4224080267558529,0.6180722891566266,0.6912923923006417,0.05191021967526266,0.012081818181818181,0.6904587155963303,1.01984884642,1.0429537056904175
7579,0.2902255639097744,0.49537692032886577,0.3479760479041917,0.01195783926218709,0.2445528455284553,0.4764276489272618,0.2906354515050167,0.6821285140562249,0.4588450962419799,0.06520534861509074,0.016199999999999996,0.4591743119266054,1.01993803796,1.0332128125883182
1349,0.41453634085213026,0.47707038227955595,0.3475928143712575,0.01190250329380764,0.28339985218034003,0.3329648715948621,0.41471571906354515,0.6076305220883533,0.6863428047662694,0.05129894937917861,0.01125,0.6857798165137615,1.0726793316299998,1.053806238263896
3232,0.2883876357560568,0.4923508395857422,0.3447185628742515,0.012516469038208168,0.2509090909090909,0.47431722021237355,0.28795986622073577,0.6849397590361446,0.4577451879010082,0.06776026743075454,0.017295454545454544,0.45807339449541284,1.0340251988,1.0312541297233468
4228,0.28905597326649957,0.49337620578795766,0.346059880239521,0.013206851119894596,0.2712490761271249,0.47578104050852454,0.28963210702341136,0.6753012048192771,0.4590284142988085,0.0724116523400191,0.01775909090909091,0.4595412844036697,1.04191089605,1.0386560412541042
5185,0.4137009189640768,0.46209003215450595,0.3468263473053893,0.011141501976284586,0.26450849963045087,0.3335650829485618,0.41471571906354515,0.6188755020080321,0.6865261228230982,0.04851002865329513,0.010640909090909088,0.6880733944954128,1.06436802624,1.0467671767030498
6890,0.6502923976608187,0.4333797784924735,0.48804790419161675,0.02676679841897233,0.2516186252771619,0.29736581445635796,0.6511705685618728,0.8196787148594378,0.6997250229147572,0.030773638968481377,0.017772727272727273,0.7,1.03906569424,1.0985477169146853
2736,0.16725146198830407,0.4922257949269354,0.24910179640718566,0.018092226613965746,0.31098300073909835,0.5911816849121587,0.16722408026755856,0.7409638554216867,0.3578368469294225,0.14546322827125122,0.04727272727272727,0.358348623853211,1.0266392150900001,1.0186768752484383
3154,0.41754385964912283,0.4943765630584117,0.3472095808383234,0.013303820816864294,0.3043606799704361,0.330670927900157,0.4183946488294314,0.6130522088353414,0.687442713107241,0.054446036294173834,0.012363636363636363,0.6886238532110092,1.05765953269,1.0404678409073393
6211,0.15550543024227234,0.45746337977865575,0.23798802395209584,0.01875098814229249,0.1970436067997044,0.6074627042973754,0.15548494983277594,0.8080321285140561,0.3354720439963336,0.10773638968481375,0.05586363636363635,0.3356880733944954,1.05791652309,1.036039013342338
4715,0.15834586466165415,0.47019292604518403,0.24316167664670663,0.02178129117259552,0.27660014781966,0.6093553110790663,0.15836120401337794,0.7985943775100401,0.33492208982584787,0.14073543457497614,0.062272727272727264,0.3356880733944954,1.02604529863,1.0380287266339525
2358,0.15655806182121973,0.46939264022882077,0.24009580838323352,0.021291172595520422,0.2789948263118995,0.6086118548508167,0.1568227424749164,0.793574297188755,0.33583868010999085,0.1421680993314231,0.06172727272727272,0.3362385321100917,1.0229555057200002,1.0362247149863073
4959,0.41971595655806176,0.4792211504110322,0.351808383233533,0.011804479578392622,0.27033259423503325,0.33291036207459185,0.4197324414715719,0.6224899598393574,0.6885426214482128,0.04914517669531997,0.011036363636363634,0.6883486238532109,1.01183099988,1.0388106228384346
2548,0.4128376496800334,0.5256043825185872,0.7176047904191618,0.6886253842766799,0.6193643754619366,0.6890640800320357,0.4133221850618729,0.9877844712178714,0.30323861900366633,0.11747851002865331,0.7318181818181817,0.3035932721711009,1.2298235916,1.201795998229049
3139,0.2895572263993317,0.4997784923188638,0.3449101796407186,0.012922266139657444,0.27559497413155953,0.4730111356787455,0.2899665551839465,0.6748995983935743,0.45792850595783685,0.07498089780324738,0.01783181818181818,0.45834862385321096,1.02991925309,1.031869105127289
2596,0.6618212197159565,0.46486602358001605,0.49456287425149703,0.021011857707509882,0.25002217294900225,0.2968940710728685,0.662541806020067,0.7855421686746988,0.7158570119156736,0.02904966571155683,0.013277272727272728,0.7165137614678898,1.12968919604,1.0716718229850413
5112,0.8857328506432748,0.31819697510943845,0.9974717232191617,0.17297613819341237,0.1775478360842572,0.4466709770648915,0.8875882571538461,0.9857206604196787,0.4666462979935838,0.015865435636198664,0.08270202020204545,0.46687054026605496,1.6391344286899998,1.5694827449887856
4762,0.5030632135898079,0.4530784804094151,0.5810778443113773,0.031418533157575756,0.25422517861492977,0.4594754313758096,0.5039018952056856,0.850568942436747,0.47922395355912006,0.0402101241642789,0.02625757575749999,0.4799694189587156,1.23085470436,1.1413399964595607
6670,0.4852130325814536,0.45568774562359976,0.4844071856287426,0.028859025032938076,0.25809312638580933,0.396482475874605,0.48561872909699,0.8562248995983935,0.5354720439963337,0.04010506208213945,0.024127272727272726,0.5365137614678899,1.0829853062600001,1.0846671889752055
5811,0.1607017543859649,0.47804573061824873,0.24450299401197603,0.017449275362318842,0.2821877309682188,0.603688353910674,0.16076923076923075,0.7349397590361446,0.3473877176901925,0.1421680993314231,0.047318181818181815,0.3474311926605504,1.0393445714,1.0227921444025476
977,0.8912907268170426,0.3244439978564932,0.9976047904191617,0.1189064558629776,0.16633407243163342,0.44560714072316737,0.8913043478260868,0.9801706827309237,0.46837763519706693,0.014637058261700095,0.05693181818181818,0.46817660550458706,1.54145707701,1.5456564315296766
7954,0.28972431077694233,0.4988031439801711,0.35008383233532936,0.0136600790513834,0.26388765705838874,0.4804139775943399,0.2899665551839465,0.6893574297188755,0.4562786434463795,0.07081184336198663,0.018486363636363634,0.456697247706422,1.03319315843,1.0324522480977187
7963,0.16586466165413535,0.4756198642373975,0.24622754491017965,0.017017127799736492,0.2587139689578714,0.5894033007112188,0.16581939799331105,0.7608433734939759,0.35875343721356556,0.12851002865329514,0.04572727272727272,0.35926605504587156,1.03101395214,1.0231615855241818
7039,0.8755221386800334,0.44325830653820764,0.5882634730538923,0.016500658761528328,0.24736141906873615,0.2667052000862784,0.8769230769230769,0.7825301204819277,0.7961503208065995,0.021404011461318054,0.0077772727272727256,0.7981651376146789,1.12642993939,1.1198975663826023
6943,0.23809523809523805,0.8846909610578365,0.3650299401197605,0.020469916556864295,0.5647450110864746,0.6085738049572151,0.23790412486120402,0.5722891566265059,0.3632752826150321,0.20662209487416427,0.03749621212113636,0.3635321100917431,1.13065424575,1.183030961875915
5202,0.2988423439548872,0.9192568774567415,0.5324208725403593,0.02977602108036891,0.6327103790524761,0.7102313185242628,0.2986860965117057,0.5504876649457832,0.34673301034463794,0.1643812252695797,0.03748701298704545,0.3473787680211009,1.31731700475,1.2833239792972375
3628,0.4162071846282372,0.47304394426597823,0.34778443113772456,0.010945454545454546,0.24274944567627496,0.33201535199905924,0.41638795986622074,0.6208835341365462,0.6846929422548121,0.04480897803247374,0.010400000000000001,0.6853211009174311,1.03087159802,1.0355825389286015
6796,0.26719576719548865,0.8951113492913164,0.45908183632766464,0.022727272727272728,0.5234294161123431,0.680386253114773,0.2673355629882943,0.5788152610441767,0.3382218148487626,0.19118115249928366,0.0391666666665909,0.33822629969403667,1.22704848329,1.211380703012467
5737,0.14162071846282373,0.4328045730619624,0.20847904191616767,0.018455862977602107,0.24156688839615673,0.5849305796619116,0.1416387959866221,0.8012048192771084,0.34793767186067825,0.14608404966571154,0.06236363636363636,0.3482568807339449,1.02326791396,1.0585795502401125
5303,0.2678919521027569,0.887191854233972,0.457165668662994,0.022314448836179186,0.5013796501596453,0.6771845674467036,0.26811594202842814,0.5803212851405622,0.3399022303693858,0.1825851639606017,0.037287878787954545,0.3399847094802752,1.20754487597,1.204851215698527
3335,0.13829573934837094,0.4398320828869024,0.19468263473053893,0.016895915678524377,0.26962305986696233,0.5579975229498275,0.13839464882943145,0.769277108433735,0.3629697525206233,0.1651862464183381,0.05527272727272727,0.36321100917431187,1.06448857234,1.0383548170232069
560,0.2677527151211362,0.9007383589376208,0.4405588822352096,0.024703557312252964,0.600566642029564,0.6535138715054797,0.26811594202842814,0.5866800535471888,0.347846012832264,0.21613339700740208,0.04120833333340909,0.34808868501513757,1.22210737245,1.1923231079142167
6398,0.41453634085213026,0.47354412290120523,0.3452934131736527,0.012341501976284586,0.2646858832224686,0.33098303177155286,0.41471571906354515,0.633132530120482,0.6856095325389551,0.0487010506208214,0.011663636363636362,0.6853211009174311,1.0237626654,1.0340957620264257
4900,0.29752953813116123,0.8626295105396079,0.5697861420014372,0.027148503670355727,0.5733291099142647,0.7615650964971412,0.2976588628762542,0.6168961560532128,0.3142595259917507,0.19419429662989493,0.04346103896113636,0.3144167758848624,1.2239054922100001,1.169860486994781
2544,0.42055137844611523,0.4844230082173935,0.3470179640718563,0.012740447957839261,0.2906134515890614,0.32730109820977954,0.42073578595317723,0.616867469879518,0.6931255728689277,0.05193409742120343,0.011745454545454542,0.6926605504587156,1.06351492663,1.0422260424328962
2996,0.2868838763575605,0.5048553054664183,0.3424191616766467,0.0136231884057971,0.3014042867701405,0.47280256336593474,0.28729096989966557,0.6588353413654618,0.45811182401466544,0.07920248328557784,0.018449999999999998,0.45816513761467886,1.04935792343,1.044335143275816
508,0.32957393483709274,0.510536501131122,0.452854291417485,0.014672815107588935,0.2893569844789357,0.5465837345021463,0.32998885172742476,0.679718875502008,0.4300336083107241,0.0699339382361509,0.01771590909090909,0.43035168195733947,1.08868252415,1.0841209445362314
6014,0.16893901420217208,0.4776956055735897,0.256,0.01668511198945982,0.26926829268292685,0.6021413461309238,0.16903010033444815,0.7612449799196787,0.3563703024747938,0.13194842406876792,0.044,0.35669724770642197,1.0135907578,1.024586481243895
1094,0.8730158730158729,0.4836935810414375,0.6503792415166467,0.01657004830916996,0.2699926090169993,0.29520961667908713,0.8756967670016723,0.7330990629186748,0.7493125572868928,0.02396529767597899,0.00792424242425,0.7503058103990825,1.11858767843,1.1326439462664437
2021,0.28504594820384294,0.49120042872472003,0.343377245508982,0.012869565217391302,0.26920916481892093,0.47781887306007575,0.2852842809364548,0.6686746987951806,0.4553620531622365,0.07311365807067811,0.017699999999999997,0.45559633027522933,1.04644007903,1.042020670860593
3913,0.85700362015873,0.43765630582366477,0.6350499001992814,0.017707509881422924,0.25048041389504805,0.29478388945698153,0.8584169453729098,0.7853078982600402,0.7529789184234648,0.02267191977077364,0.008780303030295453,0.7535932721697247,1.17533742576,1.1753010107963902
6555,0.2659426343634085,0.8782303203536542,0.4772854291420359,0.023935002195862982,0.5747721113569845,0.7104227810780773,0.2662486064665552,0.5704484605090362,0.3284448518175985,0.20980579433309457,0.04213636363636363,0.32905198776743116,1.22980370683,1.2132135071085566
4314,0.271372876635756,0.9126176015242631,0.4772854291420359,0.025841018884505927,0.6390243902439026,0.6978388532737024,0.2714325529548495,0.533132530120482,0.3573174457681027,0.17979942693409742,0.03692045454545454,0.35779816513761464,1.3135472403100001,1.291193438840239
5067,0.16110275689223058,0.4799964272956341,0.23894610778443115,0.016005270092226614,0.220339985218034,0.5884421648558996,0.16120401337792642,0.7761044176706827,0.355820348304308,0.10988538681948425,0.04659090909090909,0.3562385321100917,1.0298312893700001,1.0212461616043007
4957,0.8777897123725982,0.3344765987857572,0.9977758768191617,0.18833051006956522,0.17014042867701407,0.45033621932541046,0.8791208791204014,0.9885255306937751,0.46248526908432636,0.014927002319555875,0.0908441558440909,0.4628440366972477,1.47311871676,1.523681030692495
7664,0.26928432191562235,0.931165892581433,0.4871856287425149,0.026631532718577072,0.6248337028824834,0.719265345819947,0.26920289855016716,0.5578982597058232,0.3457073021695692,0.1708054759629895,0.03776893939386363,0.3460244648316513,1.23278022298,1.2783023322491813
1611,0.2895572263993317,0.49552697391943384,0.3456766467065869,0.0138866930171278,0.2741759053954176,0.47351655859670033,0.28963210702341136,0.6965863453815261,0.4588450962419799,0.07354823304680039,0.0189,0.4596330275229357,1.01983165833,1.0268022836549828
5171,0.8922305764411027,0.44250803858536714,0.5848143712574851,0.01655862977602108,0.2520029563932003,0.2606185088522505,0.8923076923076922,0.7869477911646587,0.8098991750687442,0.021752626552053483,0.007754545454545454,0.8110091743119265,1.14892535641,1.1134272960940732
4872,0.16421052631578945,0.4682672382995599,0.25235928143712577,0.018824769433465085,0.2779009608277901,0.6105513254595817,0.16441471571906355,0.7973895582329318,0.33217231897341887,0.14021012416427892,0.058909090909090904,0.3322935779816514,1.07115151365,1.0448051005220744
1098,0.15555555555555556,0.4753947838515453,0.22035928143712577,0.02030566534914361,0.2884848484848485,0.5621677069448721,0.15571906354515053,0.7676706827309236,0.3626031164069661,0.14684813753581663,0.05836363636363636,0.3630275229357798,1.0124763079799999,1.0219236456760783
5296,0.28604845446950705,0.48659878528063116,0.3479760479041917,0.012484848484848486,0.2695048041389505,0.4831877565925421,0.28628762541806024,0.6640562248995984,0.4549954170485793,0.07278892072588349,0.017136363636363634,0.4557798165137614,1.06873795531,1.0497925215214785
2330,0.21537176274018377,0.8810646659524405,0.3042874251497006,0.020168642951251647,0.5908351810790835,0.5599153437183606,0.21578595317725757,0.5610441767068273,0.37543538038496793,0.2302769818529131,0.04141818181818181,0.3758715596330275,1.15062528441,1.130200987324506
7905,0.2907268170426065,0.49875312611664835,0.34912574850299405,0.013164690382081687,0.2686474501108647,0.47656039489742047,0.2909698996655518,0.6702811244979919,0.4582951420714941,0.07149952244508119,0.017349999999999997,0.45834862385321096,1.04345746819,1.0398152620537293
3122,0.28905597326649957,0.4974526616650581,0.3437604790419162,0.012289855072463768,0.25401330376940134,0.4726573135977189,0.28896321070234116,0.6698795180722892,0.4586617781851512,0.0684574976122254,0.016736363636363636,0.4588990825688073,1.01705752751,1.0341334267206173
4245,0.1522138680033417,0.4538871025367824,0.22955688622754492,0.0212068511198946,0.2618477457501848,0.5986593869670781,0.15240802675585283,0.806425702811245,0.34170485792850597,0.13915950334288443,0.06404545454545453,0.34211009174311924,1.03687355941,1.047369640287966
5227,0.17042606516290726,0.4937513397643779,0.2556167664670659,0.019504611330698286,0.3012860310421286,0.5955441694036483,0.1705351170568562,0.7504016064257027,0.3508707607699359,0.13958930276981854,0.05318181818181818,0.3515596330275229,1.0211497047,1.021866305594415
5205,0.20069618490643273,0.4922591401684503,0.32814371257485037,0.02598594642073781,0.29485094850997784,0.6493216401077903,0.20105908584113713,0.8167670682730924,0.33211121295417056,0.13817255651074498,0.06439393939386363,0.33218654434266054,1.07450756511,1.0639528716050355
6199,0.5324422166524645,0.5048261283797802,0.5850698602797605,0.03012736056205533,0.27440256220694753,0.4369154904283663,0.532608695652174,0.8078982597058233,0.49602810876901926,0.039716650748089784,0.0235075757575,0.49640672783027523,1.09020006021,1.0783523350879818
4227,0.8771929824561403,0.4478349410505352,0.5827065868263472,0.01521475625823452,0.25117516629711756,0.26370595802607216,0.8789297658862878,0.7668674698795181,0.8073327222731439,0.021743075453677173,0.0071636363636363625,0.8073394495412843,1.13147269124,1.1181934401299745
357,0.41659704817627397,0.41983744194370126,0.6895009980043115,0.7821695212990777,0.38359201773835927,0.6566980547579764,0.4169453734665552,0.9949799196787149,0.3200427742135656,0.07613021330778415,0.823484848484091,0.32041284403669723,1.31112301258,1.2650988057350498
3140,0.942251461988304,0.3021078956771355,0.9988023952095809,0.2602108036890646,0.13665927568366593,0.4204942874451907,0.9437709030100334,0.9948544176706827,0.49621906507791025,0.011204632282712512,0.11624999999999998,0.4968463302752293,1.60576491071,1.6138512949196175
6115,0.48805346700083546,0.46494105037530015,0.5181317365269461,0.030303030303030304,0.29117516629711754,0.42067589831690094,0.48862876254180604,0.8214859437751004,0.49825847846012833,0.046432664756446994,0.02601363636363636,0.4981651376146788,1.06520157427,1.0798652025624833
4948,0.41119465329991645,0.46601643444103824,0.343377245508982,0.01246060606060606,0.2611973392461197,0.33145968710869617,0.4117056856187291,0.642570281124498,0.680659945004583,0.04856733524355302,0.011895454545454546,0.681651376146789,1.05262796035,1.0300476849108269
