,EXEC,L2MISS,L3MISS,L3MPI,INST,PhysIPC%,L3HIT,IPC,INSTnom%,MEM,FREQ,L2MPI,GT,Pred
669,0.30233333333333334,0.03390530973450127,0.2524667524667525,0.2620863309352518,0.6516294102792083,0.4271739130434783,0.87125,0.42708333333333337,0.3016666666666667,0.5733474726051608,0.48388963920490685,0.04880713712912943,1.03004421777,1.0069409220118049
166,0.35952380952400004,0.44237673830533014,0.006964515535941655,0.006398766700920864,0.4762002764377997,0.4907867494826087,1.0,0.49068322981521745,0.3592380952386667,0.010137857900318134,0.422342272814809,0.5495474853947673,1.0332582807100001,1.0394066619518512
394,0.4295333333333333,0.023693097345124352,0.005527241527241528,0.00420863309352518,0.26388052954047986,0.8847826086956522,0.9958,0.8855072463768117,0.4296,0.008072110286320254,0.2798282847770481,0.02436206896552701,1.01289956921,1.0180819432311408
309,0.313393939394,0.030899758648417375,0.00817908817908194,0.008635709614129496,0.36127352524309,0.6471673254282609,0.995090909091,0.6472332015797101,0.31345454545466667,0.015893826922460236,0.2793748794136487,0.0440256615878284,1.02192569799,1.0207326606414777
415,0.454222222222,0.6690265486723295,0.012944372944367226,0.009410071942446044,0.622833195548705,0.3765700483094203,1.0,0.3768115942028986,0.45422222222266667,0.016962413102396608,0.6954144961084525,0.6591820368899997,1.1547916102,1.1219638465354953
432,0.33349999999999996,0.06746017699112655,1.0,1.0,0.9400328431360668,0.3143115942028986,0.7185,0.31440217391304354,0.3336666666666666,1.0,0.7741173065789025,0.08967522052930621,1.03935774941,1.0913428811232087
556,0.339777777778,0.04141592920352516,0.014048334048339767,0.013510791366906475,0.3351646578409018,0.6975845410630436,0.9936666666670001,0.6980676328514492,0.33911111111066666,0.0214021444562743,0.2812077947133779,0.053648757016982226,1.0288801397,1.0132528789206754
243,0.336,0.029345575221228545,0.007303732303732304,0.00716546762589928,0.34573290484864044,0.6762681159420291,0.9955,0.6761775362318841,0.3358333333333334,0.01043655001767409,0.28651360216080013,0.038973536487585794,1.00802517445,1.0172984130598905
706,0.36400000000000005,0.45493805309718405,0.011250107250107251,0.010198561151079137,0.470069908281892,0.49739130434782614,0.9996,0.4971014492753623,0.3637333333333333,0.016294096854012022,0.42191780821901526,0.5571772253410414,1.01610985578,1.0417531577566552
304,0.3156363636366667,0.025237650844727344,0.010515970515967398,0.010885546108561153,0.35906923014167236,0.6511857707507247,0.992272727273,0.6511857707500001,0.3155151515146667,0.016949130756139977,0.27947134864006196,0.03527301888171021,1.00798518661,1.0228685920488547
548,0.32266666666666666,0.0520438938052913,0.608974688974689,0.5740143884892087,0.9115247316366992,0.3272463768115942,0.8132,0.3274637681159421,0.32293333333333335,0.7867090844821492,0.7251977619136696,0.06777064955896864,1.0560605546200001,1.0725189807823998
316,0.3148484848486667,0.023685277554310196,0.009751569751574433,0.010294310006546764,0.3604284082625164,0.6486166007905797,0.992363636364,0.6485507246376813,0.31478787878799996,0.01837077026895723,0.28005016399748023,0.03379674856017794,1.0185595514299999,1.0229447442940793
313,0.324424242424,0.04216894609825056,0.007032487032483914,0.0070137344669784175,0.3649118101638155,0.6406455862978261,0.996818181818,0.641304347826087,0.3242424242426667,0.010448921880523153,0.2922052865138753,0.05678719836714386,1.0160869060700002,1.0127257693852147
416,0.3367272727273334,0.03140659694286321,0.005860925860918061,0.005741007194244604,0.3371784774243746,0.6934782608695653,0.9965454545450001,0.6930171278007247,0.3366060606066667,0.009642983386355603,0.27985722554465375,0.04159473645855718,1.01973949692,1.0170646100155476
500,0.3418095238093333,0.028449557522113818,0.008347122632844274,0.008014388489208633,0.3315268809319793,0.7052795031057971,0.9944285714290001,0.7049689440978261,0.34171428571466667,0.01311518456798869,0.27954025523035714,0.03686504754263707,1.0171849061,1.0178196028726805
495,0.614,0.030420227560035245,0.0061408347122608314,0.003301130524158274,0.3683790840069737,0.6348861283644929,0.996285714286,0.6350931677028986,0.6139047619053333,0.009956067262537999,0.5574129709766323,0.02209015923933123,1.02656450919,1.0389642403338346
182,0.3553333333333333,0.020970796460169562,0.008026598026598027,0.007489208633093525,0.31928494181782446,0.7300724637681161,0.99275,0.7327898550724639,0.35566666666666663,0.013704489218805231,0.28014663322389344,0.026442461908591196,1.00096219704,1.0186566563599628
484,0.30741666666666667,0.04717433628316913,0.5410767910767912,0.5504136690647482,0.7439956641681476,0.42355072463768123,0.81125,0.423233695652174,0.30766666666666664,0.7147401908801696,0.562946170171498,0.06594827586209541,1.20506592959,1.1572088252780706
701,0.3517333333333333,0.028672566371671263,0.008367224367224368,0.00784748201438849,0.3222446041278671,0.7252173913043478,0.9946,0.7253623188405797,0.35200000000000004,0.012309650053022269,0.2797221686280997,0.036202085004024144,1.0165282084,1.0170070630857573
210,0.3793333333333333,0.3131681415928094,0.01413985413985414,0.01225179856115108,0.4499143020377071,0.5195652173913045,0.9990000000000001,0.5181159420289855,0.3793333333333333,0.02209261223047013,0.4207505305805824,0.36663993584617743,1.00148987787,0.9588899226855293
