,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
16,1.0025625,1.0995,0.7579375,0.6884693189480782,0.02200625,1.451875,0.1951875,0.004398125,0.9993125,0.72575,0.3309625,1.13911489116,1.2046260334940446
1,1.0110952381,1.10357142857,0.763261904762,0.6910828025486738,0.0220880952381,1.4469047619,0.21883333333299998,0.004365,0.999523809524,0.723452380952,0.3235814285712,1.14060872533,1.176597751335685
43,1.0324,1.02,0.5906,0.5794285714285714,0.0204,1.732,0.9264,0.0002677,0.8726,0.8652,0.35660000000000003,1.14592630635,0.9803511914146541
67,0.9423544303799999,1.21948101266,0.926898734177,0.760272710522216,0.024375949367099997,1.3162025316500001,0.707037974684,0.00112563291139,0.997962025316,0.658075949367,0.3210374683542,1.68386457731,1.6653661302682097
89,0.9965454545450001,1.20636363636,0.874272727273,0.7243675099891029,0.0241636363636,1.38090909091,0.924,0.00044045454545499997,0.9601818181820001,0.6907272727270001,0.3319000000005,1.1998579959,1.4256704590077232
21,0.9498928571430001,1.01439285714,0.7183214285709999,0.7086838250653894,0.0203,1.4178571428600002,0.8420000000000001,0.000854285714286,0.9944285714290001,0.7088571428569999,0.3250239285719,1.2118978949299999,1.30091073878441
97,1.0161190476200002,1.20714285714,0.8351428571430001,0.691388115132527,0.0241571428571,1.4471428571399998,0.778738095238,0.000579523809524,0.97869047619,0.7241190476189999,0.3245107142854,1.32193033592,1.253839776172447
51,1.0101521739100001,1.09032608696,0.763347826087,0.7003541912610854,0.0218043478261,1.4291304347799998,0.9035434782610001,0.0004389878260869999,0.9640434782610001,0.7146304347829999,0.3273754347822,1.10932358227,1.1251388742159247
6,1.0098260869600002,1.18434782609,0.818630434783,0.6919131288900178,0.023671739130400004,1.44760869565,0.799304347826,0.000536347826087,0.976760869565,0.723717391304,0.3221739130431,1.24688870723,1.2070742827424614
41,1.0457142857100001,1.3414285714299998,1.01614285714,0.7572509457750768,0.0268,1.32428571429,0.616571428571,0.00173285714286,0.997714285714,0.661285714286,0.360428571429,1.5133273687,1.4624534946191674
82,1.0327,1.3869999999999998,0.8987,0.6478632478632479,0.02773,1.5419999999999998,0.9104,0.00013759999999999998,0.9838,0.7715000000000001,0.33734,1.10990335225,1.227203307976938
25,1.0073,1.17666666667,0.832233333333,0.7066711364369651,0.023536666666700002,1.416,0.792133333333,0.0005787000000000001,0.972533333333,0.707933333333,0.34083333333370003,1.3030670599,1.2721022635590917
45,1.048,1.41,0.8928,0.6318864774624374,0.02826,1.5819999999999999,0.9742,4.114e-05,0.9502,0.7916,0.34456000000000003,1.2018146326299999,1.2718459468146297
68,1.0127796610200002,1.15108474576,0.8270338983050001,0.7184162542331481,0.023027118644099998,1.39237288136,0.7970677966099999,0.000573491525424,0.9816610169490001,0.6962033898309999,0.3248938983048,1.26974011625,1.2384920945517117
37,1.00654285714,1.22514285714,0.883285714286,0.720792624189375,0.0245028571429,1.3880000000000001,0.900285714286,0.000408714285714,0.9714571428569999,0.6939714285709999,0.3256305714286,1.2823055759,1.351289677478864
31,1.0094333333299998,1.0659,0.639766666667,0.6005906238482835,0.02131,1.666,0.9678333333329999,0.000131423333333,0.983633333333,0.8330666666669999,0.3253303333337,1.09571896294,1.0366829291266737
50,1.01498113208,1.17773584906,0.8263584905660001,0.7015138531863164,0.023556603773599995,1.4262264150900001,0.7687169811319999,0.0006203773584909999,0.989433962264,0.713226415094,0.3200675471703,1.26509560104,1.226680181778113
32,1.01175,1.094375,0.7628125,0.6968463886063072,0.021896874999999996,1.4340625,0.85578125,0.0006593125,0.99059375,0.7173125,0.3324475,1.1820240923999998,1.1350362096724944
3,0.946283018868,1.10966037736,0.832528301887,0.749773071102723,0.022190566037699998,1.33188679245,0.867377358491,0.000460950943396,0.965566037736,0.665905660377,0.3216075471701,1.4147667394,1.4704180301698941
48,1.0375,1.0675,0.65725,0.6151724137931035,0.021349999999999997,1.625,0.9075,0.00034075,0.9905,0.8115000000000001,0.355475,1.02169269198,0.9643142047359441
61,1.0131964285700001,1.07558928571,0.764517857143,0.7104045673775603,0.021519642857099997,1.40642857143,0.854714285714,0.000691267857143,0.992,0.703446428571,0.3248607142859,1.1911275832600001,1.1237778870436697
