Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
num-800000,10815.0,1.012425,1.09375,0.64055,18465.0,2.18775,54.6975,1.7075,0.94225,5.5235,0.00029795,0.9933,0.0372,2.01445e-06,3.41625,85.4,0.30285,2110.25,0.01814025,1.09032031844
num-800000,12916.6666667,1.0110952381,1.10357142857,0.763261904762,18690.4761905,2.20880952381,55.2047619048,1.4469047619,0.218833333333,81.4738095238,0.004365,0.999523809524,0.043980952381,2.35992857143e-06,2.89476190476,72.3452380952,0.304476190476,2114.28571429,0.0191052380952,1.14060872533
num-800000,12873.1707317,1.006,1.04453658537,0.759097560976,17709.7560976,2.0887804878,52.2292682927,1.37609756098,0.828341463415,16.7292682927,0.000946463414634,0.995902439024,0.0368904878049,2.07448780488e-06,2.75195121951,68.8097560976,0.30443902439,2118.53658537,0.0175612195122,1.12280064286
num-800000,14026.4150943,0.946283018868,1.10966037736,0.832528301887,18707.5471698,2.21905660377,55.4924528302,1.33188679245,0.867377358491,8.47003773585,0.000460950943396,0.965566037736,0.037841509434,2.04760377358e-06,2.66377358491,66.5905660377,0.303490566038,2107.35849057,0.0181169811321,1.4147667394
num-800000,9777.80487805,1.00412195122,1.01470731707,0.57912195122,17124.3902439,2.03048780488,50.7512195122,1.7556097561,0.895756097561,4.69751219512,0.000275102439024,0.898390243902,0.0409641463415,2.39746341463e-06,3.51097560976,87.7707317073,0.306048780488,2109.26829268,0.0191263414634,1.1152890119
num-800000,14639.5833333,1.0118125,1.37020833333,0.8698125,23050.0,2.74,68.50625,1.57583333333,0.923708333333,4.708125,0.00020425,0.992791666667,0.0354504166667,1.5390625e-06,3.15375,78.8375,0.3004375,2103.125,0.0170155625,1.3044798376
num-800000,13782.6086957,1.00982608696,1.18434782609,0.818630434783,19919.5652174,2.36717391304,59.1652173913,1.44760869565,0.799304347826,10.7076086957,0.000536347826087,0.976760869565,0.0386373913043,1.93906521739e-06,2.89413043478,72.3717391304,0.303869565217,2103.26086957,0.0183043478261,1.24688870723
num-800000,12466.6666667,1.0204047619,1.23619047619,0.738,20883.3333333,2.47238095238,61.8047619048,1.67476190476,0.854761904762,8.40666666667,0.000398023809524,0.9945,0.0410138095238,1.97383333333e-06,3.35142857143,83.7595238095,0.30380952381,2111.19047619,0.0186038571429,1.14512900752
num-800000,14795.5882353,0.892352941176,1.15476470588,0.878294117647,19447.0588235,2.30955882353,57.7308823529,1.31441176471,0.633941176471,26.0882352941,0.00134338235294,0.997808823529,0.0455022058824,2.38375e-06,2.62897058824,65.7235294118,0.307514705882,2105.44117647,0.0188508823529,1.80637740241
num-800000,15486.440678,0.974,1.04733898305,0.913440677966,17757.6271186,2.09525423729,52.3728813559,1.14644067797,0.196491525424,136.154237288,0.00750423728814,0.999711864407,0.0447862711864,2.52718644068e-06,2.29186440678,57.3016949153,0.304203389831,2118.13559322,0.018076779661,1.5859752441
num-300000,12804.5454545,0.854272727273,1.017,0.754590909091,17254.5454545,2.03363636364,50.8363636364,1.34636363636,0.864909090909,10.0472727273,0.000588636363636,0.990454545455,0.0427818181818,2.48763636364e-06,2.69454545455,67.3454545455,0.308181818182,2122.72727273,0.0216,1.62704780582
num-300000,15780.0,1.00285,1.0876,0.93385,18370.0,2.174,54.35,1.166,0.19405,95.76,0.005188,0.9993,0.04718,2.5545e-06,2.3315,58.285,0.30635,2111.0,0.0220345,1.4779334844
num-300000,13912.5,1.011125,1.15125,0.828125,19337.5,2.301875,57.55,1.39375,0.802,11.601875,0.0006015,0.9815,0.04118625,2.1545e-06,2.786875,69.6875,0.30475,2100.0,0.02165125,1.2040016046
num-300000,9773.33333333,1.00386666667,1.03086666667,0.577933333333,17413.3333333,2.06,51.5266666667,1.78533333333,0.9208,4.53933333333,0.00026164,0.880533333333,0.0500333333333,2.848e-06,3.56933333333,89.2533333333,0.311866666667,2116.0,0.0255266666667,1.08523977875
num-300000,12241.1764706,1.01282352941,1.30705882353,0.723882352941,22111.7647059,2.61588235294,65.3941176471,1.80705882353,0.780647058824,19.0770588235,0.000846411764706,0.997470588235,0.0435117647059,1.95535294118e-06,3.61705882353,90.4,0.306058823529,2114.11764706,0.0237029411765,1.2270724279
num-300000,14740.0,0.86896,1.1302,0.8566,19468.0,2.26,56.508,1.3192,0.62548,28.916,0.0014848,0.99816,0.0440732,2.29468e-06,2.6384,65.952,0.31236,2152.8,0.0210616,1.85804877171
num-300000,12762.5,1.0025625,1.0995,0.7579375,18537.5,2.200625,55.00625,1.451875,0.1951875,81.275,0.004398125,0.9993125,0.048240625,2.5880625e-06,2.9025,72.575,0.3070625,2103.75,0.0239,1.13911489116
num-300000,11369.2307692,1.04846153846,1.19384615385,0.662923076923,20469.2307692,2.38846153846,59.6923076923,1.80307692308,0.986538461538,1.12746153846,5.51307692308e-05,0.965615384615,0.0412846153846,2.02284615385e-06,3.60307692308,90.0846153846,0.309153846154,2142.30769231,0.0231330769231,1.0081781959
num-300000,14629.4117647,1.00747058824,1.36117647059,0.864470588235,23076.4705882,2.72352941176,68.1,1.57647058824,0.987764705882,0.448294117647,1.95888235294e-05,0.889941176471,0.0412058823529,1.79652941176e-06,3.15294117647,78.8235294118,0.305941176471,2116.47058824,0.0213352941176,1.24301287645
num-300000,12906.25,1.01225,1.0870625,0.7606875,18462.5,2.175625,54.39375,1.43125,0.88125,12.065625,0.0006526875,0.9904375,0.0434125,2.3489375e-06,2.861875,71.54375,0.3089375,2121.25,0.02203,1.18463905329
num-500000,12818.5185185,1.0062962963,1.10755555556,0.760962962963,18622.2222222,2.21444444444,55.337037037,1.45407407407,0.247,76.0259259259,0.00409481481481,0.999481481481,0.0467111111111,2.52222222222e-06,2.91,72.7407407407,0.30637037037,2103.33333333,0.0222355555556,1.18001068561
num-500000,12095.7142857,0.949892857143,1.01439285714,0.718321428571,17067.8571429,2.03,50.7428571429,1.41785714286,0.842,14.5107142857,0.000854285714286,0.994428571429,0.0414392857143,2.46907142857e-06,2.835,70.8857142857,0.305678571429,2103.21428571,0.0193453571429,1.21189789493
num-500000,16763.8888889,1.00591666667,1.30805555556,0.987916666667,22202.7777778,2.61611111111,65.425,1.32361111111,0.657055555556,28.5694444444,0.00128836111111,0.998055555556,0.0426583333333,1.94163888889e-06,2.64777777778,66.2027777778,0.307194444444,2121.66666667,0.0197583333333,1.59134911905
num-500000,12569.2307692,1.02415384615,1.26807692308,0.742961538462,21442.3076923,2.53653846154,63.3961538462,1.70692307692,0.853653846154,10.2923076923,0.000473730769231,0.995423076923,0.0388988461538,1.81469230769e-06,3.41384615385,85.3576923077,0.303038461538,2116.15384615,0.0189699230769,1.12538078875
num-500000,15817.1428571,1.00788571429,1.106,0.939057142857,18642.8571429,2.21314285714,55.3114285714,1.17914285714,0.170342857143,140.051428571,0.007482,0.999657142857,0.0518742857143,2.81268571429e-06,2.35771428571,58.9257142857,0.307342857143,2106.0,0.0201954285714,1.52820718921
num-500000,14053.3333333,1.0073,1.17666666667,0.832233333333,19886.6666667,2.35366666667,58.83,1.416,0.792133333333,11.481,0.0005787,0.972533333333,0.0551933333333,2.8111e-06,2.831,70.7933333333,0.317366666667,2111.66666667,0.0234666666667,1.3030670599
num-500000,9702.8,1.00964,1.01968,0.57204,17288.0,2.038,50.956,1.7844,0.91352,3.71564,0.0002170564,0.90544,0.048852,2.80596e-06,3.5684,89.2,0.312,2119.6,0.0217044,1.10464390944
num-500000,15029.0322581,1.0104516129,1.22903225806,0.888677419355,20783.8709677,2.45838709677,61.4709677419,1.38387096774,0.857741935484,13.6235483871,0.000655,0.993741935484,0.0415483870968,2.01567741935e-06,2.76741935484,69.164516129,0.306903225806,2114.19354839,0.0196316129032,1.33402206892
num-500000,10733.3333333,0.9995,1.13083333333,0.635791666667,19091.6666667,2.26333333333,56.55,1.78041666667,0.988166666667,0.900333333333,4.72583333333e-05,0.956375,0.0420408333333,2.20775e-06,3.56083333333,89.0,0.305083333333,2107.08333333,0.02086375,1.06258929953
num-500000,14713.7931034,1.01265517241,1.36068965517,0.868310344828,23068.9655172,2.72275862069,68.0655172414,1.56931034483,0.981655172414,0.781620689655,3.45665517241e-05,0.897655172414,0.0404034482759,1.75844827586e-06,3.13896551724,78.4551724138,0.305448275862,2118.27586207,0.0185899655172,1.28193458239
num-600000,13496.7741935,1.01196774194,1.12974193548,0.794516129032,19177.4193548,2.25870967742,56.4870967742,1.4264516129,0.208967741935,82.1516129032,0.00429096774194,0.997483870968,0.2058,1.04115483871e-05,2.85258064516,71.3322580645,0.378322580645,2121.93548387,0.049564516129,1.1424206415
num-600000,10846.6666667,1.00943333333,1.0659,0.639766666667,18060.0,2.131,53.2833333333,1.666,0.967833333333,2.38033333333,0.000131423333333,0.983633333333,0.040543,2.2335e-06,3.332,83.3066666667,0.305966666667,2116.66666667,0.0193636666667,1.09571896294
num-600000,12843.75,1.01175,1.094375,0.7628125,18431.25,2.1896875,54.728125,1.4340625,0.85578125,12.14375,0.0006593125,0.99059375,0.0470625,2.534e-06,2.869375,71.73125,0.31278125,2104.0625,0.01966625,1.1820240924
num-600000,16148.7804878,1.0042195122,1.11526829268,0.935487804878,19253.6585366,2.23048780488,55.7634146341,1.19195121951,0.152390243902,155.097560976,0.00806951219512,0.999756097561,0.0498792682927,2.63448780488e-06,2.38463414634,59.6024390244,0.312317073171,2156.58536585,0.0189873170732,1.51850468245
num-600000,15116.0,0.91316,1.18338,0.89922,19896.0,2.3664,59.176,1.3162,0.66562,27.936,0.0014136,0.99828,0.0394646,2.00374e-06,2.6328,65.818,0.30282,2100.8,0.01716888,1.80859955593
num-600000,12454.8387097,1.01532258065,1.20580645161,0.735709677419,20425.8064516,2.41096774194,60.2806451613,1.64129032258,0.791870967742,12.0796774194,0.000588064516129,0.996,0.0420867741935,2.09016129032e-06,3.28032258065,82.0096774194,0.30464516129,2116.77419355,0.0190790322581,1.14418020739
num-600000,10047.0,1.01416666667,1.02613333333,0.592266666667,17420.0,2.05233333333,51.3233333333,1.73666666667,0.8868,4.5373,0.000262003333333,0.939066666667,0.15534,8.55953333333e-06,3.47466666667,86.85,0.339866666667,2120.33333333,0.0248093333333,1.12462867605
num-600000,14965.7142857,1.00654285714,1.22514285714,0.883285714286,20762.8571429,2.45028571429,61.2685714286,1.388,0.900285714286,8.47228571429,0.000408714285714,0.971457142857,0.040262,1.9546e-06,2.77628571429,69.3971428571,0.3062,2116.28571429,0.0194305714286,1.2823055759
num-600000,14597.2972973,1.00762162162,1.37081081081,0.867702702703,23067.5675676,2.74135135135,68.5405405405,1.58,0.934918918919,2.50972972973,0.000108937837838,0.984189189189,0.0434745945946,1.90691891892e-06,3.16081081081,79.0108108108,0.304837837838,2101.89189189,0.0187445135135,1.36460546902
num-600000,14108.3333333,1.00719444444,1.16111111111,0.828777777778,19769.4444444,2.32277777778,58.0694444444,1.40305555556,0.879388888889,10.6841666667,0.000540861111111,0.958083333333,0.0400961111111,2.01891666667e-06,2.80583333333,70.1444444444,0.30825,2126.66666667,0.0192016666667,1.33075540025
num-100000,12040.0,0.9734,1.274,0.7094,21600.0,2.546,63.68,1.794,0.6254,31.74,0.00147,0.9984,0.0535,2.534e-06,3.592,89.76,0.314,2116.0,0.03362,1.16805879501
num-100000,17157.1428571,1.04571428571,1.34142857143,1.01614285714,22657.1428571,2.68,66.9857142857,1.32428571429,0.616571428571,39.2142857143,0.00173285714286,0.997714285714,0.0734857142857,3.24714285714e-06,2.64571428571,66.1285714286,0.324428571429,2111.42857143,0.036,1.5133273687
num-100000,13380.0,1.0362,1.14,0.7794,19540.0,2.28,57.0,1.462,0.1696,86.94,0.00445,0.9992,0.05592,2.874e-06,2.928,73.2,0.3136,2152.0,0.03406,1.07883894063
num-100000,10140.0,1.0324,1.02,0.5906,17500.0,2.04,51.0,1.732,0.9264,4.6578,0.0002677,0.8726,0.05646,3.256e-06,3.46,86.52,0.3206,2140.0,0.036,1.14592630635
num-100000,13260.0,1.038,1.094,0.7878,18440.0,2.19,54.72,1.394,0.837,11.996,0.0006552,0.9866,0.06694,3.678e-06,2.78,69.56,0.3218,2110.0,0.03802,1.24481110627
num-100000,15140.0,1.048,1.41,0.8928,23960.0,2.826,70.64,1.582,0.9742,0.9874,4.114e-05,0.9502,0.05038,2.0972e-06,3.168,79.16,0.3114,2120.0,0.03316,1.20181463263
num-100000,15283.3333333,1.03183333333,1.19333333333,0.903,20233.3333333,2.38666666667,59.7,1.32166666667,0.862833333333,10.685,0.000528833333333,0.978833333333,0.0484166666667,2.395e-06,2.645,66.1166666667,0.3115,2120.0,0.0301166666667,1.31272275408
num-100000,14080.0,1.0068,1.178,0.8222,20160.0,2.352,58.82,1.432,0.843,8.764,0.0004332,0.9142,0.05624,2.798e-06,2.862,71.58,0.3192,2138.0,0.0344,1.26525097413
num-100000,11150.0,1.0375,1.0675,0.65725,18125.0,2.135,53.375,1.625,0.9075,6.16,0.00034075,0.9905,0.06275,3.4975e-06,3.245,81.15,0.3185,2130.0,0.036975,1.02169269198
num-100000,15966.6666667,1.00716666667,1.05166666667,0.925,18100.0,2.10166666667,52.55,1.13666666667,0.198333333333,54.3333333333,0.00299666666667,0.998833333333,0.0510333333333,2.80333333333e-06,2.27166666667,56.7833333333,0.3165,2153.33333333,0.0289666666667,1.42702544789
num-900000,13901.8867925,1.01498113208,1.17773584906,0.826358490566,19816.9811321,2.35566037736,58.8830188679,1.42622641509,0.768716981132,12.2745283019,0.000620377358491,0.989433962264,0.0370522641509,1.87764150943e-06,2.85358490566,71.3226415094,0.303018867925,2102.64150943,0.0170486792453,1.26509560104
num-900000,12895.6521739,1.01015217391,1.09032608696,0.763347826087,18413.0434783,2.18043478261,54.5152173913,1.42913043478,0.903543478261,7.95943478261,0.000438987826087,0.964043478261,0.0446260869565,2.42265217391e-06,2.85913043478,71.4630434783,0.308369565217,2110.86956522,0.0190058695652,1.10932358227
num-900000,9795.90909091,1.01386363636,1.00247727273,0.5815,16909.0909091,2.00568181818,50.1454545455,1.72568181818,0.832681818182,6.27681818182,0.000373181818182,0.986522727273,0.0366259090909,2.16513636364e-06,3.45227272727,86.2977272727,0.302386363636,2105.22727273,0.0176502272727,1.05970903776
num-900000,14671.6981132,1.01245283019,1.3741509434,0.872528301887,23124.5283019,2.74943396226,68.7452830189,1.57660377358,0.990471698113,0.411943396226,1.77709433962e-05,0.889471698113,0.0376433962264,1.62467924528e-06,3.15396226415,78.8490566038,0.301867924528,2101.50943396,0.0172391509434,1.25564500911
num-900000,14917.8571429,1.00835714286,1.19319642857,0.885428571429,20092.8571429,2.38517857143,59.6392857143,1.34767857143,0.850892857143,11.0778571429,0.000552321428571,0.991178571429,0.0392142857143,1.95496428571e-06,2.69589285714,67.3982142857,0.304410714286,2106.07142857,0.0185744642857,1.33787977593
num-900000,15915.7142857,0.960328571429,1.2573,0.946042857143,21150.0,2.51571428571,62.8785714286,1.32842857143,0.593614285714,31.3642857143,0.00148557142857,0.998557142857,0.0369852857143,1.77452857143e-06,2.65671428571,66.4128571429,0.301742857143,2101.42857143,0.0164122857143,1.67396627562
num-900000,12910.6382979,1.01219148936,1.13382978723,0.76370212766,19170.212766,2.26723404255,56.6829787234,1.48425531915,0.245170212766,69.7787234043,0.0036329787234,0.999425531915,0.0390906382979,2.04429787234e-06,2.96723404255,74.1978723404,0.302042553191,2112.55319149,0.0172214893617,1.12328320008
num-900000,10756.8181818,1.00747727273,1.05425,0.637590909091,17793.1818182,2.10954545455,52.7409090909,1.65522727273,0.980613636364,1.26806818182,7.17795454545e-05,0.916409090909,0.0404318181818,2.26093181818e-06,3.31,82.75,0.30475,2107.5,0.0190672727273,1.05669469862
num-900000,15201.5151515,0.959590909091,1.05418181818,0.896242424242,17887.8787879,2.10878787879,52.7136363636,1.17803030303,0.172560606061,135.824242424,0.00758666666667,0.999590909091,0.0500639393939,2.81989393939e-06,2.35545454545,58.8939393939,0.308136363636,2119.24242424,0.0186254545455,1.58914785846
num-900000,12418.3673469,1.02240816327,1.24836734694,0.737448979592,21044.8979592,2.49755102041,62.4448979592,1.69448979592,0.702306122449,25.0081632653,0.0011837755102,0.998428571429,0.0390587755102,1.86453061224e-06,3.39163265306,84.7673469388,0.301591836735,2104.69387755,0.0174555102041,1.17982532194
