,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
108,0.76,0.9837,0.7557,0.7693704600484261,0.01967,1.301,0.8145,0.0004965,0.7052,0.6502,2.7266,1.3479600063400001,1.325656413535773
1361,0.76,0.7376666666670001,0.671555555556,0.9124218051820707,0.0147555555556,1.09888888889,0.323444444444,0.00506666666667,0.9857777777779999,0.549444444444,2.89077777777,1.24849782124,1.260148438641762
464,0.7557,0.8395,0.7513,0.8946251768033946,0.0168,1.1159999999999999,0.7012,0.001557,0.9567,0.5585,2.7423,1.2974666719299999,1.3372658795394456
84,0.757875,0.8535,0.57925,0.6796344647519582,0.0170625,1.47625,0.686625,0.0015475,0.954875,0.738,3.2560000000000002,1.0960245659399999,1.0754557153013407
566,0.76,0.84775,0.57975,0.683479020979021,0.0169375,1.46125,0.758125,0.00141625,0.94975,0.731,3.22875,1.10195095367,1.0938498604557823
1350,0.7567,0.9329,0.7543,0.8089171974522293,0.01866,1.236,0.8209,0.0005707,0.7699,0.6182,2.6506,1.3550371517700002,1.3665616281410888
202,0.7587,0.8333,0.7534,0.9043540328336902,0.016659999999999998,1.1059999999999999,0.6241,0.002102,0.9719,0.5529,2.7407,1.3013847891099999,1.3403194141146335
775,0.7576666666670001,0.8822222222220001,0.653888888889,0.7414050822091001,0.0176555555556,1.35111111111,0.711,0.00108777777778,0.950111111111,0.6755555555560001,2.97055555555,1.20633329331,1.209039647066002
411,0.76,0.8428,0.7559999999999999,0.8959212376933896,0.01686,1.115,0.6948,0.0019320000000000001,0.9644,0.5574,2.7279999999999998,1.30266517011,1.3530535295870758
1654,0.76,0.77,0.673625,0.8734419942473634,0.0154,1.1425,0.253125,0.0049725,0.983875,0.5713750000000001,3.177625,1.13653939719,1.1237600153054754
2179,0.7549,0.9881,0.7526,0.7611044417767107,0.01977,1.3119999999999998,0.9172,0.00035373,0.8141,0.6559,2.7155,1.3373523150700002,1.3264265100183494
2144,0.76,0.87225,0.5805,0.6666666666666666,0.017437499999999998,1.50375,0.705125,0.001686375,0.9590000000000001,0.7517499999999999,3.208,1.12688784048,1.100251854393858
455,0.76,0.9461,0.7572,0.7992448080553808,0.01892,1.249,0.8068,0.0005153,0.7523,0.6247,2.7169,1.3286754199700002,1.33965903830667
1355,0.76,0.84075,0.584125,0.6954144620811288,0.016837500000000002,1.44125,0.770875,0.00099775,0.926875,0.7204999999999999,3.321375,1.05712838258,1.058244521045978
265,0.7568,0.9574,0.7513,0.7847946045370938,0.01916,1.275,0.9067,0.00034700000000000003,0.8365,0.6374,2.7268999999999997,1.32796102614,1.3316530462305054
209,0.7595555555560001,0.8807777777779999,0.661444444444,0.7515015015000001,0.0176222222222,1.33222222222,0.788555555556,0.0008486666666669999,0.926222222222,0.666111111111,2.9721111111100003,1.19026405092,1.2152801943578564
1368,0.7575555555560001,0.9123333333329999,0.660222222222,0.7238644556631031,0.0182444444444,1.38,0.7257777777779999,0.00119766666667,0.9616666666670001,0.690888888889,2.79188888889,1.26716651412,1.2849479092680414
816,0.76,0.961,0.7555,0.7862878319950587,0.01922,1.271,0.8241,0.0005931,0.8642,0.6355,2.7201,1.29508803233,1.3354510652645404
898,0.76,0.9291,0.7574,0.8138195777351248,0.01858,1.226,0.8102,0.0005598,0.7744,0.6133,2.7481999999999998,1.33011979536,1.3293459353867452
1675,0.76,0.9477,0.7548,0.7961104140526977,0.018940000000000002,1.255,0.8119,0.0005788999999999999,0.8003,0.6275999999999999,2.7399,1.31469630173,1.326427593496152
102,0.76,0.611,0.44175,0.7219193020719739,0.0122125,1.38875,0.758125,0.0018899999999999998,0.943375,0.6936249999999999,3.225875,1.10518376874,1.1170470826990848
791,0.76,0.9509,0.7567,0.795369211514393,0.01902,1.256,0.7981,0.0006279,0.8814,0.628,2.7122,1.32811875938,1.3408603735867288
869,0.758625,0.773125,0.583125,0.7538240917782026,0.015475000000000001,1.325,0.733,0.00135875,0.940375,0.6625,3.280125,1.0884853457299999,1.0772636725855687
823,0.759666666667,0.897444444444,0.665,0.7415316642122669,0.0179555555556,1.35222222222,0.769666666667,0.000958222222222,0.942222222222,0.6753333333329999,2.9528888888899996,1.22269591185,1.221520192040543
821,0.76,0.881625,0.579625,0.6572512647554806,0.0176375,1.52,0.7325,0.001285,0.953375,0.7602500000000001,3.076,1.15415195799,1.161428602509989
1572,0.75975,0.8170000000000001,0.582625,0.7139217470427661,0.01635,1.4,0.73425,0.001206125,0.9490000000000001,0.700875,3.222875,1.1078348306299999,1.1012722985985168
1707,0.76,0.8809999999999999,0.7555,0.8568534773801485,0.01761,1.167,0.6084,0.001934,0.9671,0.5831000000000001,2.7363,1.35547162465,1.335975015719411
1320,0.76,0.9379,0.7563,0.8053265694356373,0.01876,1.2409999999999999,0.8393,0.0005178,0.7909999999999999,0.6201,2.7836999999999996,1.3321395325399998,1.3128981341192065
264,0.76,0.8849,0.7555,0.8540685944855414,0.01769,1.17,0.6343,0.002204,0.9743,0.5855,2.7465,1.3412421723999999,1.3330855048054222
