,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
207,0.823375,0.9259375,0.8191875,0.8848580441640379,0.01853125,1.129375,0.814625,0.0005554375,0.8813125,0.5651875,1.8134312499999998,3.00017713384,2.4605542787383854
1810,0.758714285714,0.8551428571430001,0.746928571429,0.8748159057457044,0.0171,1.14714285714,0.8560714285709999,0.000425571428571,0.808428571429,0.573357142857,1.8436428571390002,2.13231064788,2.109364289749749
2182,0.76,0.666846153846,0.6754615384620001,1.0132481506354631,0.013346153846200002,1.00084615385,0.250384615385,0.00928923076923,0.992769230769,0.5002307692310001,1.9357692307649998,1.96989062597,1.994803267863233
2261,0.7576666666670001,0.8615,0.7470833333329999,0.8685393258424011,0.017233333333300002,1.1549166666700001,0.874583333333,0.00033650000000000005,0.763833333333,0.577583333333,1.886416666663,2.07234454089,2.050895095928695
252,0.931625,0.834375,0.672,0.806079295154185,0.0166875,1.301625,0.836,0.00074075,0.875875,0.6503749999999999,3.117,1.3397331792799998,1.3986423028023012
109,1.01108333333,0.906416666667,0.902666666667,0.9973147153576858,0.018125,1.0105833333299998,0.25825,0.008396666666670001,0.9923333333329999,0.505833333333,2.252166666667,1.85673225552,1.9133820914904618
1267,0.76,0.698111111111,0.539222222222,0.7737632017809166,0.0139666666667,1.3644444444400001,0.8981111111110001,0.00047655555555599995,0.7443333333329999,0.6817777777780001,2.8524444444399997,1.28231901477,1.2443865986248852
1959,0.7571333333329999,0.7052,0.681933333333,0.9682548476453414,0.014106666666699998,1.0532666666700001,0.7944,0.0008909333333330001,0.8911333333329999,0.526533333333,1.736793333333,2.1697332741,2.450587564830869
759,0.76,0.844727272727,0.758045454545,0.8982092365712873,0.0168818181818,1.11363636364,0.8004545454549999,0.000523909090909,0.932,0.557363636364,1.3779363636370001,3.14063612423,3.1148087254689756
1834,0.7576428571430001,0.670142857143,0.679142857143,1.0146049182336605,0.0134,0.9971428571430001,0.286428571429,0.00846285714286,0.992214285714,0.498928571429,1.995571428573,2.06379545192,1.9275037031167415
138,0.994363636364,1.0768181818200002,0.935636363636,0.8702516033553966,0.021536363636400005,1.15636363636,0.917363636364,0.00032254545454500004,0.9164545454549999,0.577727272727,1.968972727272,2.5283215248900004,2.4530988490193124
2345,0.7585,0.893714285714,0.754285714286,0.8448998602681369,0.017871428571400002,1.1842857142899998,0.9159285714290001,0.000440714285714,0.929714285714,0.592857142857,1.6664357142840003,2.42363075363,2.366780360542407
1018,0.76,0.644142857143,0.47571428571400004,0.7392782426785293,0.012885714285700001,1.4140000000000001,0.8871428571430001,0.000431428571429,0.7535714285709999,0.707285714286,2.87271428572,1.21293204036,1.2374921799951153
1440,0.759846153846,0.884538461538,0.755846153846,0.8545918367349816,0.0176769230769,1.17,0.948384615385,0.000243015384615,0.829153846154,0.585,1.870692307694,2.1541675105599998,2.080900241600517
1932,0.7587272727269999,0.842727272727,0.757045454545,0.9006230529594396,0.016845454545500002,1.11454545455,0.876045454545,0.000297186363636,0.8219545454549999,0.556818181818,1.3164500000000001,3.24896647836,3.278568334041779
1380,0.76,0.685,0.670166666667,0.979307371748755,0.0137166666667,1.03158333333,0.82675,0.00105141666667,0.8636666666670001,0.516,2.0889166666700003,1.79993387626,1.8482106440625614
2223,0.76,0.8392,0.7565,0.9009831460674157,0.016780000000000003,1.1087,0.2599,0.004116,0.9886,0.5546,2.155,1.8215477269,1.8706014109698685
