eyes 0 pyramid 18 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 18 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 18 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 13 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 13 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 13 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 22 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 22 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 22 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 7 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 7 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 7 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 22 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 22 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 22 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 16 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 16 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 16 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 13 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 13 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 13 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 20 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 20 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 20 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 25 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 25 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 25 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 9 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 9 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 22 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 22 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 22 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 18 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 18 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 18 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 13 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 13 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 13 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 5 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 5 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 5 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 7 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 7 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 7 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 25 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 25 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 25 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 5 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 5 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 5 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 25 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 25 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 25 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 16 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 16 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 16 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 11 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 11 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 11 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 16 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 16 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 16 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 9 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 20 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 20 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 20 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 9 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 9 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 9 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 11 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 11 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 11 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 18 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 18 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 18 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 9 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 9 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 9 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 5 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 5 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 1 pyramid 5 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 11 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 11 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 11 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 20 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 20 selectivity 1 0.909091 0.721185 80.4308954846 
eyes 0 pyramid 20 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 7 selectivity 2 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 7 selectivity 0 0.909091 0.721185 80.4308954846 
eyes 2 pyramid 7 selectivity 1 0.909091 0.721185 80.4308954846 
