,AFREQ,EXEC,FREQ,INST,INSTnom,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
53,0.75950877193,0.800245614035,0.758578947368,0.9477115987439159,0.0160052631579,1.0546842105299998,0.565456140351,0.00622701754386,0.9982982456139999,0.527421052632,0.5215719298249,2.07400055917,2.208128911933578
112,0.76,0.7251923076919999,0.683923076923,0.9419629292021016,0.014496153846200002,1.0603846153799998,0.949307692308,0.000768538461538,0.9728846153849999,0.530269230769,0.596296153846,1.50836750532,1.472173762641173
189,0.75980952381,0.763111111111,0.749079365079,0.982006673028075,0.015266666666699999,1.01825396825,0.514650793651,0.00825380952381,0.998523809524,0.5094444444439999,0.5148904761905,2.36885116567,2.4310374307123226
328,0.7598961038959999,0.859363636364,0.7590649350650001,0.882977804642663,0.0171818181818,1.13155844156,0.874415584416,0.0012848441558399998,0.99212987013,0.566194805195,0.5418337662339,2.07946450393,2.085956370824615
698,0.75895,0.76855,0.70295,0.9146840148698885,0.01537,1.09375,0.890175,0.001615,0.99335,0.546975,0.551535,1.6037083580899998,1.7797274783754062
754,0.7597872340430001,0.789085106383,0.749744680851,0.9498615810503229,0.0157872340426,1.05346808511,0.937787234043,0.0007194680851060001,0.959893617021,0.526276595745,0.5519382978724,2.45644227685,2.282182013160895
141,0.7597157894740001,0.852821052632,0.7577052631579999,0.8886156008452406,0.0170536842105,1.12442105263,0.9391684210529999,0.000645642105263,0.982442105263,0.562789473684,0.5675757894735,2.16006113407,2.135530521762128
630,0.76,0.8746790123459999,0.759728395062,0.8687731742710214,0.0174925925926,1.15135802469,0.958802469136,0.0004002222222219999,0.971283950617,0.5756666666670001,0.5657259259264,2.0570147438900004,2.1170085048401326
695,0.759867924528,0.878811320755,0.759566037736,0.8638827297351279,0.0175735849057,1.15773584906,0.972603773585,0.000244716981132,0.954339622642,0.578660377358,0.5135773584902,2.13267225319,2.2459461300133263
148,0.76,0.854934065934,0.75921978022,0.8884139150968458,0.0170989010989,1.12604395604,0.874340659341,0.0012617142857099999,0.9914285714290001,0.563087912088,0.5548692307693001,2.05412247994,2.0699306169695895
329,0.76,0.7728,0.706183333333,0.9138229475741839,0.015451666666699998,1.0951666666700002,0.9293833333329999,0.00102701666667,0.9889,0.5474666666670001,0.5915349999997,1.62679835484,1.688591390157086
589,0.759952380952,0.7196666666670001,0.681761904762,0.9474885844703799,0.0143904761905,1.0557142857100001,0.966095238095,0.00046919047618999995,0.9338571428569999,0.527952380952,0.661285714286,1.47743149739,1.3362351122927372
378,0.76,0.877,0.75975,0.8657326328122331,0.017537499999999998,1.15446428571,0.977035714286,0.000239471428571,0.935982142857,0.57725,0.5476124999997001,2.0756465085499998,2.176522106593719
782,0.76,0.76195,0.69645,0.9139744552967694,0.015245,1.0945,0.89625,0.0013815,0.99045,0.54755,0.58146,1.62396877745,1.5990593669351973
567,0.7592916666670001,0.840541666667,0.7307083333329999,0.8687182382831591,0.016816666666699998,1.150625,0.9548541666670001,0.0005200833333329999,0.9835625,0.575270833333,0.5262041666667,1.9706078022099998,2.0236675004788935
214,0.759968085106,0.763617021277,0.7516595744679999,0.983476326663645,0.0152680851064,1.01595744681,0.9212872340430001,0.0009701808510639998,0.9762765957449999,0.5079468085109999,0.5706308510642001,2.35660426398,2.3512367115705146
